Tract,heat_days,FIPS,GEOID,heat_bin,heat_label
5511.01,67.183334,6037551101,06037551101,3,50-74
5518,67.183334,6037551800,06037551800,3,50-74
5542.03,67.183334,6037554203,06037554203,3,50-74
5541.01,67.183334,6037554101,06037554101,3,50-74
5532,67.183334,6037553200,06037553200,3,50-74
5541.03,67.183334,6037554103,06037554103,3,50-74
5542.04,67.183334,6037554204,06037554204,3,50-74
5541.05,67.183334,6037554105,06037554105,3,50-74
5511.02,67.183334,6037551102,06037551102,3,50-74
5545.21,67.491669,6037554521,06037554521,3,50-74
5545.14,67.491669,6037554514,06037554514,3,50-74
5548.01,67.491669,6037554801,06037554801,3,50-74
5544.06,67.491669,6037554406,06037554406,3,50-74
5544.05,67.541664,6037554405,06037554405,3,50-74
1013,76.85833,6037101300,06037101300,4,75-99
1012.20,76.85833,6037101220,06037101220,4,75-99
1012.10,76.85833,6037101210,06037101210,4,75-99
5037.03,77.241669,6037503703,06037503703,4,75-99
5037.02,77.241669,6037503702,06037503702,4,75-99
3017.02,77.591667,6037301702,06037301702,4,75-99
3023.02,77.591667,6037302302,06037302302,4,75-99
3018.02,77.591667,6037301802,06037301802,4,75-99
3017.01,77.591667,6037301701,06037301701,4,75-99
3012.06,77.591667,6037301206,06037301206,4,75-99
3107.03,77.591667,6037310703,06037310703,4,75-99
3016.01,77.591667,6037301601,06037301601,4,75-99
3013,77.591667,6037301300,06037301300,4,75-99
3023.01,77.591667,6037302301,06037302301,4,75-99
3012.04,77.591667,6037301204,06037301204,4,75-99
3012.05,77.591667,6037301205,06037301205,4,75-99
3018.01,77.591667,6037301801,06037301801,4,75-99
3118.01,77.591667,6037311801,06037311801,4,75-99
3015.01,77.591667,6037301501,06037301501,4,75-99
3012.03,77.591667,6037301203,06037301203,4,75-99
3015.02,77.591667,6037301502,06037301502,4,75-99
3016.02,77.591667,6037301602,06037301602,4,75-99
1284,77.85833,6037128400,06037128400,4,75-99
1285,77.85833,6037128500,06037128500,4,75-99
1414,77.85833,6037141400,06037141400,4,75-99
1416,77.85833,6037141600,06037141600,4,75-99
1283.03,77.85833,6037128303,06037128303,4,75-99
1413.02,77.85833,6037141302,06037141302,4,75-99
1413.04,77.85833,6037141304,06037141304,4,75-99
1288.01,77.85833,6037128801,06037128801,4,75-99
1289.10,77.85833,6037128910,06037128910,4,75-99
1288.02,77.85833,6037128802,06037128802,4,75-99
1282.10,77.85833,6037128210,06037128210,4,75-99
1283.02,77.85833,6037128302,06037128302,4,75-99
1413.03,77.85833,6037141303,06037141303,4,75-99
1415,77.875,6037141500,06037141500,4,75-99
2622,77.875,6037262200,06037262200,4,75-99
2621,77.949997,6037262100,06037262100,4,75-99
1883,78.058334,6037188300,06037188300,4,75-99
1881,78.058334,6037188100,06037188100,4,75-99
3024.01,78.058334,6037302401,06037302401,4,75-99
8003.28,78.308334,6037800328,06037800328,4,75-99
8003.27,78.316666,6037800327,06037800327,4,75-99
8003.32,78.316666,6037800332,06037800332,4,75-99
8003.29,78.324997,6037800329,06037800329,4,75-99
1255.01,78.558334,6037125501,06037125501,4,75-99
1243,78.558334,6037124300,06037124300,4,75-99
1431,78.558334,6037143100,06037143100,4,75-99
3114,78.558334,6037311400,06037311400,4,75-99
1255.02,78.558334,6037125502,06037125502,4,75-99
3113,78.558334,6037311300,06037311300,4,75-99
3116,78.558334,6037311600,06037311600,4,75-99
1231.04,78.558334,6037123104,06037123104,4,75-99
1256,78.558334,6037125600,06037125600,4,75-99
3115,78.558334,6037311500,06037311500,4,75-99
3112,78.558334,6037311200,06037311200,4,75-99
1894,78.616669,6037189400,06037189400,4,75-99
1897.01,78.616669,6037189701,06037189701,4,75-99
1941.02,78.64167,6037194102,06037194102,4,75-99
1241.04,78.75,6037124104,06037124104,4,75-99
1249.03,78.75,6037124903,06037124903,4,75-99
1411.01,78.75,6037141101,06037141101,4,75-99
1246,78.75,6037124600,06037124600,4,75-99
1244,78.75,6037124400,06037124400,4,75-99
1435,78.75,6037143500,06037143500,4,75-99
1240,78.75,6037124000,06037124000,4,75-99
1236.01,78.75,6037123601,06037123601,4,75-99
1434,78.75,6037143400,06037143400,4,75-99
1439.02,78.75,6037143902,06037143902,4,75-99
1239.02,78.75,6037123902,06037123902,4,75-99
1241.02,78.75,6037124102,06037124102,4,75-99
1411.02,78.75,6037141102,06037141102,4,75-99
1247,78.75,6037124700,06037124700,4,75-99
1251,78.75,6037125100,06037125100,4,75-99
1241.05,78.75,6037124105,06037124105,4,75-99
1433,78.75,6037143300,06037143300,4,75-99
1245,78.75,6037124500,06037124500,4,75-99
1236.02,78.75,6037123602,06037123602,4,75-99
1252,78.75,6037125200,06037125200,4,75-99
1249.02,78.75,6037124902,06037124902,4,75-99
1436.02,78.75,6037143602,06037143602,4,75-99
1439.01,78.783333,6037143901,06037143901,4,75-99
2611.01,78.866669,6037261101,06037261101,4,75-99
1064.06,79.758331,6037106406,06037106406,4,75-99
5041.01,80.23333,6037504101,06037504101,4,75-99
5031.06,80.23333,6037503106,06037503106,4,75-99
5524,80.23333,6037552400,06037552400,4,75-99
5031.04,80.23333,6037503104,06037503104,4,75-99
5030,80.23333,6037503000,06037503000,4,75-99
5031.05,80.23333,6037503105,06037503105,4,75-99
5040.01,80.23333,6037504001,06037504001,4,75-99
5036.01,80.23333,6037503601,06037503601,4,75-99
5040.02,80.23333,6037504002,06037504002,4,75-99
5031.03,80.23333,6037503103,06037503103,4,75-99
5545.11,80.241669,6037554511,06037554511,4,75-99
5039.02,80.241669,6037503902,06037503902,4,75-99
1990,80.474998,6037199000,06037199000,4,75-99
1835.10,80.474998,6037183510,06037183510,4,75-99
1852.02,80.474998,6037185202,06037185202,4,75-99
1993,80.474998,6037199300,06037199300,4,75-99
1864.04,80.474998,6037186404,06037186404,4,75-99
1994,80.474998,6037199400,06037199400,4,75-99
1852.03,80.474998,6037185203,06037185203,4,75-99
1838.20,80.474998,6037183820,06037183820,4,75-99
1864.03,80.474998,6037186403,06037186403,4,75-99
1998,80.474998,6037199800,06037199800,4,75-99
1862.02,80.474998,6037186202,06037186202,4,75-99
1835.20,80.474998,6037183520,06037183520,4,75-99
1991.10,80.474998,6037199110,06037199110,4,75-99
1851,80.474998,6037185100,06037185100,4,75-99
1972,80.474998,6037197200,06037197200,4,75-99
1992.02,80.474998,6037199202,06037199202,4,75-99
1863.02,80.474998,6037186302,06037186302,4,75-99
1852.04,80.474998,6037185204,06037185204,4,75-99
1853.10,80.474998,6037185310,06037185310,4,75-99
1991.20,80.474998,6037199120,06037199120,4,75-99
1853.20,80.474998,6037185320,06037185320,4,75-99
1992.01,80.474998,6037199201,06037199201,4,75-99
1862.03,80.474998,6037186203,06037186203,4,75-99
1838.10,80.474998,6037183810,06037183810,4,75-99
1836.10,80.474998,6037183610,06037183610,4,75-99
1871.02,80.533333,6037187102,06037187102,4,75-99
1974.10,80.533333,6037197410,06037197410,4,75-99
1973,80.533333,6037197300,06037197300,4,75-99
1864.01,80.533333,6037186401,06037186401,4,75-99
1976,80.533333,6037197600,06037197600,4,75-99
1873,80.533333,6037187300,06037187300,4,75-99
1872,80.533333,6037187200,06037187200,4,75-99
1977,80.533333,6037197700,06037197700,4,75-99
2031,80.841667,6037203100,06037203100,4,75-99
1997,80.841667,6037199700,06037199700,4,75-99
2071.03,80.841667,6037207103,06037207103,4,75-99
2035,80.841667,6037203500,06037203500,4,75-99
2060.10,80.841667,6037206010,06037206010,4,75-99
2033,80.841667,6037203300,06037203300,4,75-99
2071.02,80.841667,6037207102,06037207102,4,75-99
2071.01,80.841667,6037207101,06037207101,4,75-99
1999,80.841667,6037199900,06037199900,4,75-99
2080,80.900002,6037208000,06037208000,4,75-99
5523.01,81.349998,6037552301,06037552301,4,75-99
5523.02,81.349998,6037552302,06037552302,4,75-99
5522,81.349998,6037552200,06037552200,4,75-99
5526.02,81.349998,6037552602,06037552602,4,75-99
5545.12,81.400002,6037554512,06037554512,4,75-99
1242.04,81.916664,6037124204,06037124204,4,75-99
1253.20,81.916664,6037125320,06037125320,4,75-99
1254.01,81.916664,6037125401,06037125401,4,75-99
1432,81.916664,6037143200,06037143200,4,75-99
1254.02,81.916664,6037125402,06037125402,4,75-99
1253.10,81.916664,6037125310,06037125310,4,75-99
1436.04,81.916664,6037143604,06037143604,4,75-99
1436.03,81.916664,6037143603,06037143603,4,75-99
1242.03,81.916664,6037124203,06037124203,4,75-99
1437,81.974998,6037143700,06037143700,4,75-99
1438,81.991669,6037143800,06037143800,4,75-99
1032,82.216667,6037103200,06037103200,4,75-99
1031.01,82.416664,6037103101,06037103101,4,75-99
1031.02,82.416664,6037103102,06037103102,4,75-99
1060.10,83.199997,6037106010,06037106010,4,75-99
3102.02,83.216667,6037310202,06037310202,4,75-99
3014,83.216667,6037301400,06037301400,4,75-99
1287.02,83.616669,6037128702,06037128702,4,75-99
1282.20,83.616669,6037128220,06037128220,4,75-99
1412.01,83.616669,6037141201,06037141201,4,75-99
1412.02,83.616669,6037141202,06037141202,4,75-99
1286.02,83.616669,6037128602,06037128602,4,75-99
1286.01,83.616669,6037128601,06037128601,4,75-99
1417,83.616669,6037141700,06037141700,4,75-99
2612,83.64167,6037261200,06037261200,4,75-99
2611.02,83.64167,6037261102,06037261102,4,75-99
3117,83.89167,6037311700,06037311700,4,75-99
3108,83.89167,6037310800,06037310800,4,75-99
3118.02,83.89167,6037311802,06037311802,4,75-99
5035.02,83.974998,6037503502,06037503502,4,75-99
5037.01,83.974998,6037503701,06037503701,4,75-99
5036.02,83.974998,6037503602,06037503602,4,75-99
5038.01,83.974998,6037503801,06037503801,4,75-99
5038.02,83.974998,6037503802,06037503802,4,75-99
5039.01,83.974998,6037503901,06037503901,4,75-99
3107.02,88.216667,6037310702,06037310702,4,75-99
5341.02,90.333336,6037534102,06037534102,4,75-99
5343.02,90.333336,6037534302,06037534302,4,75-99
5340.02,90.333336,6037534002,06037534002,4,75-99
5342.03,90.333336,6037534203,06037534203,4,75-99
5514.01,90.333336,6037551401,06037551401,4,75-99
5338.05,90.333336,6037533805,06037533805,4,75-99
5337.02,90.333336,6037533702,06037533702,4,75-99
5337.01,90.333336,6037533701,06037533701,4,75-99
5338.04,90.333336,6037533804,06037533804,4,75-99
5342.01,90.333336,6037534201,06037534201,4,75-99
5344.06,90.333336,6037534406,06037534406,4,75-99
5339.02,90.333336,6037533902,06037533902,4,75-99
5338.06,90.333336,6037533806,06037533806,4,75-99
5342.02,90.333336,6037534202,06037534202,4,75-99
5340.01,90.333336,6037534001,06037534001,4,75-99
5508,90.333336,6037550800,06037550800,4,75-99
5339.01,90.333336,6037533901,06037533901,4,75-99
5341.01,90.333336,6037534101,06037534101,4,75-99
5337.03,90.333336,6037533703,06037533703,4,75-99
5514.02,90.341667,6037551402,06037551402,4,75-99
5361.04,90.341667,6037536104,06037536104,4,75-99
5515.01,90.341667,6037551501,06037551501,4,75-99
5361.02,90.341667,6037536102,06037536102,4,75-99
5359.01,90.366669,6037535901,06037535901,4,75-99
5334.01,90.366669,6037533401,06037533401,4,75-99
5334.03,90.366669,6037533403,06037533403,4,75-99
5344.04,90.366669,6037534404,06037534404,4,75-99
5336.03,90.366669,6037533603,06037533603,4,75-99
5344.05,90.366669,6037534405,06037534405,4,75-99
5336.02,90.366669,6037533602,06037533602,4,75-99
5343.01,90.366669,6037534301,06037534301,4,75-99
5338.03,90.366669,6037533803,06037533803,4,75-99
5360,90.366669,6037536000,06037536000,4,75-99
5336.01,90.366669,6037533601,06037533601,4,75-99
5361.03,90.375,6037536103,06037536103,4,75-99
4033.04,90.974998,6037403304,06037403304,4,75-99
4033.05,90.974998,6037403305,06037403305,4,75-99
5513,91.741669,6037551300,06037551300,4,75-99
3009.01,92.116669,6037300901,06037300901,4,75-99
3021.03,92.116669,6037302103,06037302103,4,75-99
1813,92.116669,6037181300,06037181300,4,75-99
3010,92.116669,6037301000,06037301000,4,75-99
3021.02,92.116669,6037302102,06037302102,4,75-99
3020.04,92.116669,6037302004,06037302004,4,75-99
3020.03,92.116669,6037302003,06037302003,4,75-99
1814,92.116669,6037181400,06037181400,4,75-99
3021.04,92.116669,6037302104,06037302104,4,75-99
3005.01,92.658333,6037300501,06037300501,4,75-99
3002,92.658333,6037300200,06037300200,4,75-99
3005.02,92.658333,6037300502,06037300502,4,75-99
3001,92.658333,6037300100,06037300100,4,75-99
4606,92.658333,6037460600,06037460600,4,75-99
3006,92.658333,6037300600,06037300600,4,75-99
3022.02,93.025002,6037302202,06037302202,4,75-99
3025.03,93.025002,6037302503,06037302503,4,75-99
3019,93.025002,6037301900,06037301900,4,75-99
3022.01,93.025002,6037302201,06037302201,4,75-99
3020.02,93.025002,6037302002,06037302002,4,75-99
3011,93.025002,6037301100,06037301100,4,75-99
3025.04,93.025002,6037302504,06037302504,4,75-99
3025.05,93.216667,6037302505,06037302505,4,75-99
3004,93.433334,6037300400,06037300400,4,75-99
3003.01,93.441666,6037300301,06037300301,4,75-99
4033.25,93.616669,6037403325,06037403325,4,75-99
1832.22,93.908333,6037183222,06037183222,4,75-99
1862.01,93.908333,6037186201,06037186201,4,75-99
1834.01,93.908333,6037183401,06037183401,4,75-99
1861,93.908333,6037186100,06037186100,4,75-99
1816,93.908333,6037181600,06037181600,4,75-99
1834.02,93.908333,6037183402,06037183402,4,75-99
1833,93.908333,6037183300,06037183300,4,75-99
1863.01,93.949997,6037186301,06037186301,4,75-99
3025.06,94.583336,6037302506,06037302506,4,75-99
4603.02,95.491669,6037460302,06037460302,4,75-99
4603.01,95.491669,6037460301,06037460301,4,75-99
1021.04,96.008331,6037102104,06037102104,4,75-99
3104,96.008331,6037310400,06037310400,4,75-99
1021.03,96.008331,6037102103,06037102103,4,75-99
1222,96.008331,6037122200,06037122200,4,75-99
1021.05,96.008331,6037102105,06037102105,4,75-99
1211.01,96.008331,6037121101,06037121101,4,75-99
1230.20,96.008331,6037123020,06037123020,4,75-99
3109,96.541664,6037310900,06037310900,4,75-99
3105.01,96.541664,6037310501,06037310501,4,75-99
3110,96.541664,6037311000,06037311000,4,75-99
1231.03,96.541664,6037123103,06037123103,4,75-99
3111,96.541664,6037311100,06037311100,4,75-99
3106.01,96.541664,6037310601,06037310601,4,75-99
3103,96.941666,6037310300,06037310300,4,75-99
1014,97.033333,6037101400,06037101400,4,75-99
5018.02,97.041664,6037501802,06037501802,4,75-99
5018.03,97.041664,6037501803,06037501803,4,75-99
5020.04,97.041664,6037502004,06037502004,4,75-99
5020.05,97.041664,6037502005,06037502005,4,75-99
5018.04,97.041664,6037501804,06037501804,4,75-99
5015.04,97.041664,6037501504,06037501504,4,75-99
5019,97.041664,6037501900,06037501900,4,75-99
5014,97.041664,6037501400,06037501400,4,75-99
5020.03,97.041664,6037502003,06037502003,4,75-99
5015.03,97.041664,6037501503,06037501503,4,75-99
5017,97.041664,6037501700,06037501700,4,75-99
5033.01,97.041664,6037503301,06037503301,4,75-99
5029.01,97.041664,6037502901,06037502901,4,75-99
1021.07,97.625,6037102107,06037102107,4,75-99
1034,97.64167,6037103400,06037103400,4,75-99
5032.02,97.741669,6037503202,06037503202,4,75-99
5035.01,97.741669,6037503501,06037503501,4,75-99
5033.02,97.741669,6037503302,06037503302,4,75-99
5029.02,97.741669,6037502902,06037502902,4,75-99
5032.01,97.741669,6037503201,06037503201,4,75-99
4602,97.783333,6037460200,06037460200,4,75-99
1373.02,97.966667,6037137302,06037137302,4,75-99
8002.04,98.041664,6037800204,06037800204,4,75-99
8002.03,98.041664,6037800203,06037800203,4,75-99
8002.02,98.050003,6037800202,06037800202,4,75-99
3102.01,98.375,6037310201,06037310201,4,75-99
3101,98.375,6037310100,06037310100,4,75-99
3107.01,98.550003,6037310701,06037310701,4,75-99
3106.02,98.550003,6037310602,06037310602,4,75-99
4605.02,98.816666,6037460502,06037460502,4,75-99
4605.01,98.816666,6037460501,06037460501,4,75-99
4086.26,99.458336,6037408626,06037408626,4,75-99
4087.22,99.458336,6037408722,06037408722,4,75-99
4087.04,99.458336,6037408704,06037408704,4,75-99
4087.24,99.458336,6037408724,06037408724,4,75-99
4087.23,99.458336,6037408723,06037408723,4,75-99
3008,100.06667,6037300800,06037300800,5,100-124
4087.03,100.19167,6037408703,06037408703,5,100-124
4087.05,100.19167,6037408705,06037408705,5,100-124
4087.06,100.19167,6037408706,06037408706,5,100-124
3007.01,100.19167,6037300701,06037300701,5,100-124
3007.02,100.79166,6037300702,06037300702,5,100-124
5302.02,101.36667,6037530202,06037530202,5,100-124
4820.01,101.36667,6037482001,06037482001,5,100-124
5315.02,101.36667,6037531502,06037531502,5,100-124
5316.02,101.36667,6037531602,06037531602,5,100-124
5317.01,101.36667,6037531701,06037531701,5,100-124
5309.02,101.36667,6037530902,06037530902,5,100-124
5311.02,101.36667,6037531102,06037531102,5,100-124
4821.02,101.36667,6037482102,06037482102,5,100-124
5303.01,101.36667,6037530301,06037530301,5,100-124
5317.02,101.36667,6037531702,06037531702,5,100-124
5316.04,101.36667,6037531604,06037531604,5,100-124
4820.02,101.36667,6037482002,06037482002,5,100-124
5306.02,101.36667,6037530602,06037530602,5,100-124
5319.01,101.36667,6037531901,06037531901,5,100-124
5315.03,101.36667,6037531503,06037531503,5,100-124
4827.01,101.36667,6037482701,06037482701,5,100-124
5315.04,101.36667,6037531504,06037531504,5,100-124
5305,101.36667,6037530500,06037530500,5,100-124
4827.02,101.36667,6037482702,06037482702,5,100-124
5303.02,101.36667,6037530302,06037530302,5,100-124
5319.02,101.36667,6037531902,06037531902,5,100-124
5310,101.36667,6037531000,06037531000,5,100-124
5304,101.36667,6037530400,06037530400,5,100-124
5316.03,101.36667,6037531603,06037531603,5,100-124
5306.01,101.36667,6037530601,06037530601,5,100-124
5308.02,101.36667,6037530802,06037530802,5,100-124
5318,101.36667,6037531800,06037531800,5,100-124
5308.01,101.53333,6037530801,06037530801,5,100-124
5312.02,101.53333,6037531202,06037531202,5,100-124
5309.01,101.53333,6037530901,06037530901,5,100-124
5313.01,101.53333,6037531301,06037531301,5,100-124
5323.02,101.53333,6037532302,06037532302,5,100-124
5307,101.53333,6037530700,06037530700,5,100-124
5312.01,101.53333,6037531201,06037531201,5,100-124
5313.02,101.53333,6037531302,06037531302,5,100-124
5311.01,101.53333,6037531101,06037531101,5,100-124
5023.02,102.5,6037502302,06037502302,5,100-124
5026.02,102.5,6037502602,06037502602,5,100-124
5008,102.5,6037500800,06037500800,5,100-124
5025,102.5,6037502500,06037502500,5,100-124
5024.02,102.5,6037502402,06037502402,5,100-124
5506.01,102.5,6037550601,06037550601,5,100-124
5024.01,102.5,6037502401,06037502401,5,100-124
5023.01,102.5,6037502301,06037502301,5,100-124
5505,102.5,6037550500,06037550500,5,100-124
5026.01,102.5,6037502601,06037502601,5,100-124
5010.01,102.5,6037501001,06037501001,5,100-124
5510,102.59167,6037551000,06037551000,5,100-124
5504,102.59167,6037550400,06037550400,5,100-124
5028.01,102.59167,6037502801,06037502801,5,100-124
5323.03,103,6037532303,06037532303,5,100-124
5509.02,103.09167,6037550902,06037550902,5,100-124
5322,103.09167,6037532200,06037532200,5,100-124
5507,103.09167,6037550700,06037550700,5,100-124
5506.02,103.09167,6037550602,06037550602,5,100-124
1344.21,103.15833,6037134421,06037134421,5,100-124
1132.35,103.15833,6037113235,06037113235,5,100-124
1344.24,103.15833,6037134424,06037134424,5,100-124
5509.01,103.15833,6037550901,06037550901,5,100-124
1234.10,103.30833,6037123410,06037123410,5,100-124
1232.04,103.30833,6037123204,06037123204,5,100-124
1212.21,103.30833,6037121221,06037121221,5,100-124
1232.03,103.30833,6037123203,06037123203,5,100-124
1210.10,103.30833,6037121010,06037121010,5,100-124
1210.20,103.30833,6037121020,06037121020,5,100-124
1204,103.30833,6037120400,06037120400,5,100-124
1271.03,103.30833,6037127103,06037127103,5,100-124
1218.01,103.30833,6037121801,06037121801,5,100-124
1232.05,103.30833,6037123205,06037123205,5,100-124
1218.02,103.30833,6037121802,06037121802,5,100-124
1190.01,103.30833,6037119001,06037119001,5,100-124
1216,103.30833,6037121600,06037121600,5,100-124
1212.22,103.30833,6037121222,06037121222,5,100-124
1233.03,103.30833,6037123303,06037123303,5,100-124
1233.04,103.30833,6037123304,06037123304,5,100-124
1224.20,103.30833,6037122420,06037122420,5,100-124
1197,103.30833,6037119700,06037119700,5,100-124
1224.10,103.30833,6037122410,06037122410,5,100-124
1219,103.30833,6037121900,06037121900,5,100-124
1212.10,103.30833,6037121210,06037121210,5,100-124
1235.10,103.30833,6037123510,06037123510,5,100-124
1233.01,103.30833,6037123301,06037123301,5,100-124
1220,103.30833,6037122000,06037122000,5,100-124
1238,103.375,6037123800,06037123800,5,100-124
1235.20,103.375,6037123520,06037123520,5,100-124
1239.01,103.375,6037123901,06037123901,5,100-124
1237,103.375,6037123700,06037123700,5,100-124
1234.20,103.375,6037123420,06037123420,5,100-124
1241.03,103.375,6037124103,06037124103,5,100-124
1042.03,103.38333,6037104203,06037104203,5,100-124
1041.05,103.38333,6037104105,06037104105,5,100-124
1046.10,103.38333,6037104610,06037104610,5,100-124
1042.04,103.38333,6037104204,06037104204,5,100-124
1046.20,103.38333,6037104620,06037104620,5,100-124
1041.03,103.38333,6037104103,06037104103,5,100-124
1044.04,103.38333,6037104404,06037104404,5,100-124
1041.08,103.38333,6037104108,06037104108,5,100-124
1043.20,103.38333,6037104320,06037104320,5,100-124
1042.01,103.38333,6037104201,06037104201,5,100-124
1061.14,103.38333,6037106114,06037106114,5,100-124
1047.04,103.38333,6037104704,06037104704,5,100-124
1047.01,103.38333,6037104701,06037104701,5,100-124
1061.13,103.425,6037106113,06037106113,5,100-124
1061.12,103.425,6037106112,06037106112,5,100-124
1061.11,103.425,6037106111,06037106111,5,100-124
1041.24,103.575,6037104124,06037104124,5,100-124
1131.01,103.725,6037113101,06037113101,5,100-124
1082.02,103.725,6037108202,06037108202,5,100-124
1132.12,103.725,6037113212,06037113212,5,100-124
1060.20,103.85,6037106020,06037106020,5,100-124
1221.21,103.88333,6037122121,06037122121,5,100-124
1232.06,103.88333,6037123206,06037123206,5,100-124
1230.10,103.88333,6037123010,06037123010,5,100-124
1221.22,103.88333,6037122122,06037122122,5,100-124
1221.20,103.88333,6037122120,06037122120,5,100-124
1242.01,103.98333,6037124201,06037124201,5,100-124
1352.03,104.45,6037135203,06037135203,5,100-124
1352.02,104.45,6037135202,06037135202,5,100-124
9012.10,104.54166,6037901210,06037901210,5,100-124
5027,104.58334,6037502700,06037502700,5,100-124
5010.02,104.58334,6037501002,06037501002,5,100-124
5013,104.58334,6037501300,06037501300,5,100-124
5022,104.58334,6037502200,06037502200,5,100-124
5021,104.58334,6037502100,06037502100,5,100-124
5002.01,104.73333,6037500201,06037500201,5,100-124
4086.25,104.73333,6037408625,06037408625,5,100-124
4086.29,104.73333,6037408629,06037408629,5,100-124
5034.01,105.26667,6037503401,06037503401,5,100-124
1112.05,105.29166,6037111205,06037111205,5,100-124
1113.01,105.29166,6037111301,06037111301,5,100-124
1081.03,105.29166,6037108103,06037108103,5,100-124
1066.41,105.29166,6037106641,06037106641,5,100-124
1112.06,105.29166,6037111206,06037111206,5,100-124
1081.04,105.29166,6037108104,06037108104,5,100-124
1112.04,105.29166,6037111204,06037111204,5,100-124
1066.43,105.29166,6037106643,06037106643,5,100-124
1066.42,105.29166,6037106642,06037106642,5,100-124
1081.01,105.29166,6037108101,06037108101,5,100-124
1113.02,105.29166,6037111302,06037111302,5,100-124
1112.02,105.29166,6037111202,06037111202,5,100-124
1066.03,105.53333,6037106603,06037106603,5,100-124
1193.20,105.85833,6037119320,06037119320,5,100-124
1275.20,105.85833,6037127520,06037127520,5,100-124
1201.06,105.85833,6037120106,06037120106,5,100-124
1200.20,105.85833,6037120020,06037120020,5,100-124
1272.20,105.85833,6037127220,06037127220,5,100-124
1174.07,105.85833,6037117407,06037117407,5,100-124
1174.05,105.85833,6037117405,06037117405,5,100-124
1193.41,105.85833,6037119341,06037119341,5,100-124
1174.08,105.85833,6037117408,06037117408,5,100-124
1273,105.85833,6037127300,06037127300,5,100-124
1171.01,105.85833,6037117101,06037117101,5,100-124
1193.42,105.85833,6037119342,06037119342,5,100-124
1201.05,105.85833,6037120105,06037120105,5,100-124
1274,105.85833,6037127400,06037127400,5,100-124
1175.20,105.85833,6037117520,06037117520,5,100-124
1175.10,105.85833,6037117510,06037117510,5,100-124
1175.30,105.85833,6037117530,06037117530,5,100-124
1278.04,105.85833,6037127804,06037127804,5,100-124
1271.02,105.85833,6037127102,06037127102,5,100-124
1278.05,105.85833,6037127805,06037127805,5,100-124
1278.03,105.85833,6037127803,06037127803,5,100-124
1272.10,105.85833,6037127210,06037127210,5,100-124
1174.04,105.85833,6037117404,06037117404,5,100-124
1276.03,105.85833,6037127603,06037127603,5,100-124
1201.04,105.85833,6037120104,06037120104,5,100-124
1201.03,105.85833,6037120103,06037120103,5,100-124
1277.12,105.85833,6037127712,06037127712,5,100-124
1200.30,105.85833,6037120030,06037120030,5,100-124
1279.10,105.85833,6037127910,06037127910,5,100-124
1173.03,105.85833,6037117303,06037117303,5,100-124
1193.40,105.85833,6037119340,06037119340,5,100-124
1201.07,105.85833,6037120107,06037120107,5,100-124
1200.10,105.85833,6037120010,06037120010,5,100-124
1201.08,105.85833,6037120108,06037120108,5,100-124
1276.04,105.85833,6037127604,06037127604,5,100-124
1276.06,105.88333,6037127606,06037127606,5,100-124
1281.02,105.88333,6037128102,06037128102,5,100-124
1278.06,105.88333,6037127806,06037127806,5,100-124
1276.05,105.88333,6037127605,06037127605,5,100-124
1277.11,105.88333,6037127711,06037127711,5,100-124
1082.01,107.28333,6037108201,06037108201,5,100-124
1081.02,107.28333,6037108102,06037108102,5,100-124
1131.02,107.28333,6037113102,06037113102,5,100-124
1033,107.375,6037103300,06037103300,5,100-124
4086.27,107.875,6037408627,06037408627,5,100-124
5001,107.875,6037500100,06037500100,5,100-124
4086.28,107.875,6037408628,06037408628,5,100-124
5323.04,108.075,6037532304,06037532304,5,100-124
1093,108.375,6037109300,06037109300,5,100-124
1096.04,108.375,6037109604,06037109604,5,100-124
1065.20,108.375,6037106520,06037106520,5,100-124
1066.48,108.375,6037106648,06037106648,5,100-124
1066.49,108.375,6037106649,06037106649,5,100-124
1092,108.375,6037109200,06037109200,5,100-124
1070.10,108.375,6037107010,06037107010,5,100-124
1097,108.375,6037109700,06037109700,5,100-124
1091,108.375,6037109100,06037109100,5,100-124
1064.05,108.375,6037106405,06037106405,5,100-124
1098,108.375,6037109800,06037109800,5,100-124
1070.20,108.375,6037107020,06037107020,5,100-124
1094,108.375,6037109400,06037109400,5,100-124
1066.04,108.375,6037106604,06037106604,5,100-124
1064.08,108.51667,6037106408,06037106408,5,100-124
1045,108.71667,6037104500,06037104500,5,100-124
1048.21,108.71667,6037104821,06037104821,5,100-124
1047.03,108.71667,6037104703,06037104703,5,100-124
1048.10,108.71667,6037104810,06037104810,5,100-124
1048.22,108.71667,6037104822,06037104822,5,100-124
5002.02,108.75,6037500202,06037500202,5,100-124
5016,108.75,6037501600,06037501600,5,100-124
4085.03,108.75,6037408503,06037408503,5,100-124
1065.10,108.93333,6037106510,06037106510,5,100-124
5034.02,109.20834,6037503402,06037503402,5,100-124
1211.02,109.35,6037121102,06037121102,5,100-124
9108.09,109.43333,6037910809,06037910809,5,100-124
4021.01,109.91666,6037402101,06037402101,5,100-124
4027.05,109.91666,6037402705,06037402705,5,100-124
4027.03,109.91666,6037402703,06037402703,5,100-124
4027.06,109.91666,6037402706,06037402706,5,100-124
4020.01,109.91666,6037402001,06037402001,5,100-124
4017.04,109.91666,6037401704,06037401704,5,100-124
4018,109.91666,6037401800,06037401800,5,100-124
4020.02,109.91666,6037402002,06037402002,5,100-124
