"Qualifying Name","Name of Area","FIPS","Nation","State","County","County Subdivision","Census Tract","Block Group","Place","Congressional District (116th)","State Legislative District (Upper Chamber)","State Legislative District (Lower Chamber)","Metropolitan Statistical Area/Micropolitan Statistical Area","Combined Statistical Area","2020 Housing Units","2020 Occupied Units","2020 Vacant Units","2010 Housing Units","2010 Occupied Units","2010 Vacant Units","Housing Units Change","Occupied Units Change","Vacant Units Change","Housing Units Change Percent","Occupied Units Change Percent","Vacant Units Change Percent","Housing Units Change Percent Points","Occupied Units Change Percent Points","Vacant Units Change Percent Points","2020 Total Population","White 2020","African American or Black 2020","American Indian and Alaska Native 2020","Asian 2020","Native Hawaiian and Other Pacific Islander 2020","Other 2020","Two or More Races 2020","2010 Total Population","White 2010 ","African American or Black 2010 ","American Indian and Alaska Native 2010 ","Asian 2010 ","Native Hawaiian and Other Pacific Islander 2010 ","Other 2010 ","Two or More Races 2010 ","Population Change","White Change","African American or Black Change","American Indian and Alaska Native Change","Asian Change","Native Hawaiian and Other Pacific Islander Change","Other Change","Two or More Races Change","Population Change Percent","White Change Percent","African American or Black Change Percent","American Indian and Alaska Native Change Percent","Asian Change Percent","Native Hawaiian and Other Pacific Islander Change Percent","Other Change Percent","Two or More Races Change Percent","Total Population Change Percent Points","White Change Percent Points","African American or Black Change Percent Points","American Indian and Alaska Native Change Percent Points","Asian Change Percent Points","Native Hawaiian and Other Pacific Islander Change Percent Points","Other Change Percent Points","Two or More Races Change Percent Points"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T015_000,SE_T015_001,SE_T015_002,SE_T016_000,SE_T016_001,SE_T016_002,SE_T017_000,SE_T017_001,SE_T017_002,SE_T018_000,SE_T018_001,SE_T018_002,SE_T019_000,SE_T019_001,SE_T019_002,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008
"Census Tract 5341.02, Los Angeles County, California","Census Tract 5341.02","06037534102","00","06","037",,"534102",,,,,,,,1529,1494,35,1501,1457,44,28,37,-9,1.86542305129913,2.53946465339739,-20.4545454545455,8.65973959207622E-15,0.642301251966759,-0.642301251966751,5742,792,28,133,39,1,3758,991,6263,3183,64,42,40,7,2748,179,-521,-2391,-36,91,-1,-6,1010,812,-8.31869711001118,-75.1178133836004,-56.25,216.666666666667,-2.5,-85.7142857142857,36.7540029112081,453.631284916201,3.5527136788005E-15,-37.029186189278,-0.53423953064425,1.64566096806347,0.0405342884709939,-0.0943519888940999,21.5708428523704,14.4007395999115
"Census Tract 5342.01, Los Angeles County, California","Census Tract 5342.01","06037534201","00","06","037",,"534201",,,,,,,,1082,1053,29,1011,977,34,71,76,-5,7.02274975272008,7.77891504605936,-14.7058823529412,6.66133814775094E-16,0.682785112377526,-0.682785112377526,4232,531,47,165,29,4,2696,760,4439,2191,50,38,31,1,1998,130,-207,-1660,-3,127,-2,3,698,630,-4.66321243523316,-75.7644910999544,-6,334.210526315789,-6.45161290322581,300,34.9349349349349,484.615384615385,0,-36.8107045260879,-0.0157938039315552,3.04281712489103,-0.0131002869819877,0.0719903621066241,18.6949665514168,15.029824578587
"Census Tract 5342.02, Los Angeles County, California","Census Tract 5342.02","06037534202","00","06","037",,"534202",,,,,,,,1351,1315,36,1303,1253,50,48,62,-14,3.68380660015349,4.94812450119713,-28,1.33226762955019E-15,1.17260572169332,-1.17260572169332,5373,796,43,166,33,3,3140,1192,5790,2753,52,57,23,6,2740,159,-417,-1957,-9,109,10,-3,400,1033,-7.2020725388601,-71.0860879041046,-17.3076923076923,191.228070175439,43.4782608695652,-50,14.5985401459854,649.685534591195,0,-32.7326808673959,-0.0978023874891635,2.10506572393728,0.216945406364002,-0.047792213803618,11.1173792586035,19.4388850797839
"Census Tract 5342.03, Los Angeles County, California","Census Tract 5342.03","06037534203","00","06","037",,"534203",,,,,,,,828,810,18,874,833,41,-46,-23,-23,-5.26315789473684,-2.76110444177671,-56.0975609756098,2.66453525910038E-15,2.51716247139588,-2.51716247139588,3088,455,26,96,25,2,1827,657,3204,1601,24,25,20,0,1441,93,-116,-1146,2,71,5,2,386,564,-3.62047440699126,-71.58026233604,8.33333333333333,284,25,,26.7869535045108,606.451612903226,3.5527136788005E-15,-35.2343330551836,0.0929052415051135,2.32853363347629,0.185365766884658,0.0647668393782384,14.1894765610345,18.3732850129049
"Census Tract 5343.01, Los Angeles County, California","Census Tract 5343.01","06037534301","00","06","037",,"534301",,,,,,,,1187,1156,31,1193,1148,45,-6,8,-14,-0.502933780385583,0.696864111498258,-31.1111111111111,2.44249065417534E-15,1.16037740512439,-1.16037740512439,4423,661,41,137,36,9,2751,788,4636,2416,78,40,38,0,1849,215,-213,-1755,-37,97,-2,9,902,573,-4.59447799827437,-72.6407284768212,-47.4358974358974,242.5,-5.26315789473684,,48.7831260140617,266.511627906977,-1.77635683940025E-15,-37.1692835532826,-0.755512257774045,2.23463240333054,-0.00574493241365,0.203481799683473,22.3140831604814,13.1783433799749
"Census Tract 5343.02, Los Angeles County, California","Census Tract 5343.02","06037534302","00","06","037",,"534302",,,,,,,,853,846,7,835,813,22,18,33,-15,2.15568862275449,4.0590405904059,-68.1818181818182,5.55111512312578E-15,1.81409747913318,-1.81409747913318,3662,553,32,144,14,1,2152,766,3672,1805,55,38,19,1,1631,123,-10,-1252,-23,106,-5,0,521,643,-0.272331154684096,-69.3628808864266,-41.8181818181818,278.947368421053,-26.3157894736842,0,31.9435928877989,522.764227642276,7.105427357601E-15,-34.0547357361538,-0.623981918758158,2.8974190562201,-0.135124442397871,7.43667817269464E-05,14.3484904733178,17.5678582009902
"Census Tract 5344.03, Los Angeles County, California","Census Tract 5344.03","06037534403","00","06","037",,"534403",,,,,,,,751,742,9,732,720,12,19,22,-3,2.59562841530055,3.05555555555556,-25,-3.66373598126302E-15,0.440942131802402,-0.440942131802406,2874,392,26,80,4,18,1865,489,2948,1438,8,29,7,7,1364,95,-74,-1046,18,51,-3,11,501,394,-2.51017639077341,-72.7399165507649,225,175.862068965517,-42.8571428571429,157.142857142857,36.7302052785924,414.736842105263,3.5527136788005E-15,-35.1393063152637,0.63329207067717,1.79985912154921,-0.0982702732305449,0.388855683624013,18.62347967885,13.7920900337938
"Census Tract 5344.04, Los Angeles County, California","Census Tract 5344.04","06037534404","00","06","037",,"534404",,,,,,,,976,959,17,954,927,27,22,32,-10,2.30607966457023,3.45199568500539,-37.037037037037,-1.33226762955019E-15,1.08838540055676,-1.08838540055676,3555,689,46,90,46,4,2074,606,3647,1761,57,44,28,10,1574,173,-92,-1072,-11,46,18,-6,500,433,-2.52262133260214,-60.8745031232254,-19.2982456140351,104.545454545455,64.2857142857143,-60,31.7662007623888,250.28901734104,-7.105427357601E-15,-28.9051093764522,-0.268976254301457,1.32517449750619,0.526197861410087,-0.161680390063004,15.1816050569665,12.3027886049339
"Census Tract 5344.05, Los Angeles County, California","Census Tract 5344.05","06037534405","00","06","037",,"534405",,,,,,,,1024,1005,19,995,971,24,29,34,-5,2.91457286432161,3.50154479917611,-20.8333333333333,-2.77555756156289E-15,0.556591551507535,-0.556591551507538,4059,701,42,120,37,13,2530,616,4292,2115,68,43,32,0,1803,231,-233,-1414,-26,77,5,13,727,385,-5.4287045666356,-66.8557919621749,-38.2352941176471,179.06976744186,15.625,,40.3216860787576,166.666666666667,0,-32.0074623901369,-0.549605343549835,1.95452926739722,0.165981410724893,0.320275930032028,20.3222356081902,9.7940455173424
"Census Tract 5344.06, Los Angeles County, California","Census Tract 5344.06","06037534406","00","06","037",,"534406",,,,,,,,1063,1037,26,1061,1028,33,2,9,-7,0.188501413760603,0.875486381322957,-21.2121212121212,-3.33066907387547E-16,0.664365518959642,-0.664365518959642,4238,726,29,137,37,2,2433,874,4609,2173,67,52,13,6,2117,181,-371,-1447,-38,85,24,-4,316,693,-8.04946843133001,-66.5899677864703,-56.7164179104478,163.461538461538,184.615384615385,-66.6666666666667,14.9267831837506,382.872928176796,1.4210854715202E-14,-30.016164487664,-0.769392547215878,2.10442953242783,0.590996481738388,-0.0829880107154365,11.4772828383968,16.6958361930323
"Census Tract 5345.01, Los Angeles County, California","Census Tract 5345.01","06037534501","00","06","037",,"534501",,,,,,,,1332,1308,24,1281,1238,43,51,70,-19,3.98126463700234,5.65428109854604,-44.1860465116279,-4.44089209850063E-16,1.5549507352786,-1.5549507352786,5077,623,19,226,34,10,2978,1187,5201,2845,37,48,17,3,2059,192,-124,-2222,-18,178,17,7,919,995,-2.38415689290521,-78.1019332161687,-48.6486486486487,370.833333333333,100,233.333333333333,44.6333171442448,518.229166666667,-1.06581410364015E-14,-42.4299928382282,-0.337164899539592,3.52854826292288,0.342826603738308,0.139285497474634,19.068146354637,19.688351018995
"Census Tract 5345.02, Los Angeles County, California","Census Tract 5345.02","06037534502","00","06","037",,"534502",,,,,,,,1061,1042,19,1022,1002,20,39,40,-1,3.8160469667319,3.99201596806387,-5,2.44249065417534E-15,0.166183731700886,-0.166183731700884,4074,690,9,81,24,0,2551,719,4257,2456,29,23,20,1,1603,125,-183,-1766,-20,58,4,-1,948,594,-4.29880197322058,-71.9055374592834,-68.9655172413793,252.173913043478,20,-100,59.1391141609482,475.2,3.5527136788005E-15,-40.7565396057364,-0.460317806278008,1.4479313808012,0.11928719672666,-0.0234907211651398,24.9609670012451,14.7121625544066
"Census Tract 5347, Los Angeles County, California","Census Tract 5347","06037534700","00","06","037",,"534700",,,,,,,,981,958,23,955,929,26,26,29,-3,2.72251308900524,3.1216361679225,-11.5384615384615,5.55111512312578E-15,0.377966707761612,-0.377966707761607,4108,718,15,103,30,1,2220,1021,4283,2557,14,38,42,0,1482,150,-175,-1839,1,65,-12,1,738,871,-4.08592108335279,-71.9202190066484,7.14285714285714,171.052631578947,-28.5714285714286,,49.7975708502024,580.666666666667,-2.1316282072803E-14,-42.2230525291789,0.0382675012577749,1.62007424565906,-0.250338684152673,0.0243427458617332,19.4389812671686,21.3517254533844
"Census Tract 5348.02, Los Angeles County, California","Census Tract 5348.02","06037534802","00","06","037",,"534802",,,,,,,,704,677,27,699,672,27,5,5,0,0.715307582260372,0.744047619047619,0,2.08166817117217E-15,0.0274336714787382,-0.0274336714787361,2759,408,23,61,10,9,1599,649,2875,1683,16,44,27,1,1032,72,-116,-1275,7,17,-17,8,567,577,-4.03478260869565,-75.7575757575758,43.75,38.6363636363636,-62.962962962963,800,54.9418604651163,801.388888888889,0,-43.7511637801976,0.277113636005484,0.680511212317002,-0.576680271680035,0.291422538096664,22.0601289061884,21.0186677592701
"Census Tract 5348.03, Los Angeles County, California","Census Tract 5348.03","06037534803","00","06","037",,"534803",,,,,,,,1190,1167,23,1175,1134,41,15,33,-18,1.27659574468085,2.91005291005291,-43.9024390243902,-5.55111512312578E-15,1.55658859288396,-1.55658859288396,4629,773,26,171,17,3,2575,1064,4930,2860,20,148,10,1,1726,165,-301,-2087,6,23,7,2,849,899,-6.10547667342799,-72.972027972028,30,15.5405405405405,70,200,49.188876013905,544.848484848485,1.06581410364015E-14,-41.3130993117295,0.155996874804182,0.692074000360195,0.164410189400363,0.0445248383394746,20.6174233610578,19.6386700477675
"Census Tract 5348.04, Los Angeles County, California","Census Tract 5348.04","06037534804","00","06","037",,"534804",,,,,,,,943,924,19,915,877,38,28,47,-19,3.06010928961749,5.35917901938426,-50,-8.88178419700125E-16,2.138159229062,-2.138159229062,3718,567,31,104,17,0,2180,819,3878,1946,20,47,10,0,1713,142,-160,-1379,11,57,7,0,467,677,-4.12583806085611,-70.863309352518,55,121.276595744681,70,,27.2621132516054,476.760563380282,-7.105427357601E-15,-34.9303709342587,0.318051845405358,1.58523786682631,0.199370193816181,0,14.4614202792487,18.3662907489622
"Census Tract 5349, Los Angeles County, California","Census Tract 5349","06037534900","00","06","037",,"534900",,,,,,,,1525,1492,33,1494,1436,58,31,56,-25,2.07496653279786,3.89972144846797,-43.1034482758621,4.44089209850063E-15,1.718261022231,-1.718261022231,6241,892,98,171,50,2,3894,1134,6569,3250,77,69,21,2,2891,259,-328,-2358,21,102,29,0,1003,875,-4.9931496422591,-72.5538461538462,27.2727272727273,147.826086956522,138.095238095238,0,34.6938775510204,337.837837837838,1.06581410364015E-14,-35.1822245894341,0.398088851538848,1.68955733461238,0.481470300030034,0.0016001120468704,18.3841044088721,14.2274035823338
"Census Tract 5350.01, Los Angeles County, California","Census Tract 5350.01","06037535001","00","06","037",,"535001",,,,,,,,1034,1010,24,1040,974,66,-6,36,-42,-0.576923076923077,3.69609856262834,-63.6363636363636,4.44089209850063E-15,4.02507067400685,-4.02507067400684,4152,461,327,127,12,0,2733,492,4325,1187,454,29,0,0,2503,152,-173,-726,-127,98,12,0,230,340,-4,-61.1625947767481,-27.9735682819383,337.931034482759,,,9.18897323212145,223.684210526316,3.5527136788005E-15,-16.3420038535645,-2.621387283237,2.38824662813102,0.289017341040462,0,7.95086705202313,8.33526011560694
"Census Tract 5350.02, Los Angeles County, California","Census Tract 5350.02","06037535002","00","06","037",,"535002",,,,,,,,820,809,11,797,765,32,23,44,-21,2.88582183186951,5.7516339869281,-65.625,-2.22044604925031E-15,2.67359304709734,-2.67359304709735,3318,280,106,41,0,0,2426,465,3681,1391,173,10,12,1,1962,132,-363,-1111,-67,31,-12,-1,464,333,-9.86145069274654,-79.8705966930266,-38.728323699422,310,-100,-100,23.6493374108053,252.272727272727,-1.77635683940025E-15,-29.3498258247105,-1.50511423452527,0.964018838736427,-0.32599837000815,-0.0271665308340125,19.8156016453191,10.4284844760225
"Census Tract 5351.01, Los Angeles County, California","Census Tract 5351.01","06037535101","00","06","037",,"535101",,,,,,,,1789,1735,54,1768,1668,100,21,67,-46,1.18778280542986,4.01678657074341,-46,1.33226762955019E-15,2.63766253803409,-2.63766253803409,7329,660,789,199,33,2,4418,1228,7306,2558,1232,35,20,5,3212,244,23,-1898,-443,164,13,-3,1206,984,0.314809745414728,-74.1985926505082,-35.9577922077922,468.571428571429,65,-60,37.546699875467,403.27868852459,-7.105427357601E-15,-26.0069973159737,-6.09740013731081,2.23618251588354,0.176518461603453,-0.0411480486733625,16.3172098646102,13.4156346598607
"Census Tract 5351.02, Los Angeles County, California","Census Tract 5351.02","06037535102","00","06","037",,"535102",,,,,,,,1067,1043,24,1075,1003,72,-8,40,-48,-0.744186046511628,3.98803589232303,-66.6666666666667,-4.44089209850063E-15,4.44837732394673,-4.44837732394673,4557,438,590,78,22,0,2828,601,4517,1416,824,31,9,2,2108,127,40,-978,-234,47,13,-2,720,474,0.885543502324552,-69.0677966101695,-28.3980582524272,151.612903225806,144.444444444444,-100,34.1555977229602,373.228346456693,1.24344978758018E-14,-21.7366534121772,-5.29508181828295,1.02535618859511,0.283526466640131,-0.0442771751162276,15.3902291632872,10.3769005870539
"Census Tract 5352, Los Angeles County, California","Census Tract 5352","06037535200","00","06","037",,"535200",,,,,,,,1369,1332,37,1308,1194,114,61,138,-77,4.66360856269113,11.5577889447236,-67.5438596491228,7.99360577730113E-15,6.01289362757254,-6.01289362757253,6031,579,715,131,25,1,3741,839,5820,1984,1093,54,15,4,2485,185,211,-1405,-378,77,10,-3,1256,654,3.62542955326461,-70.8165322580645,-34.583714547118,142.592592592593,66.6666666666667,-75,50.5432595573441,353.513513513513,0,-24.4889491350816,-6.92465503261784,1.24427570952142,0.156792995639368,-0.0521475241606796,19.3319196750352,10.7327633116641
"Census Tract 5353, Los Angeles County, California","Census Tract 5353","06037535300","00","06","037",,"535300",,,,,,,,1484,1459,25,1442,1367,75,42,92,-50,2.9126213592233,6.73006583760059,-66.6666666666667,-1.33226762955019E-15,3.51647345144323,-3.51647345144323,6511,726,372,184,26,0,3972,1231,6251,2712,481,88,11,0,2772,187,260,-1986,-109,96,15,0,1200,1044,4.15933450647896,-73.2300884955752,-22.6611226611227,109.090909090909,136.363636363636,,43.2900432900433,558.288770053476,3.5527136788005E-15,-32.2346974629966,-1.98136075834993,1.41821203554444,0.22335237604496,0,16.659549185692,15.9149446240652
"Census Tract 5354, Los Angeles County, California","Census Tract 5354","06037535400","00","06","037",,"535400",,,,,,,,777,757,20,740,698,42,37,59,-22,5,8.45272206303725,-52.3809523809524,-5.32907051820075E-15,3.1016731016731,-3.1016731016731,3595,524,398,90,17,1,2024,541,3431,1241,434,12,5,1,1575,163,164,-717,-36,78,12,0,449,378,4.77994753716118,-57.7759871071716,-8.29493087557604,650,240,0,28.5079365079365,231.901840490798,-1.06581410364015E-14,-21.5944130441216,-1.57844151074491,2.15372479264369,0.3271488907689,-0.00132960988516305,10.3954332764871,10.2978772048519
"Census Tract 5355.01, Los Angeles County, California","Census Tract 5355.01","06037535501","00","06","037",,"535501",,,,,,,,1037,1004,33,1058,1008,50,-21,-4,-17,-1.98487712665406,-0.396825396825397,-34,1.33226762955019E-15,1.54364141144387,-1.54364141144387,3711,583,26,72,27,0,2234,769,3866,2052,35,18,16,0,1536,209,-155,-1469,-9,54,11,0,698,560,-4.00931195033627,-71.588693957115,-25.7142857142857,300,68.75,,45.4427083333333,267.942583732057,8.88178419700125E-15,-37.3680657175721,-0.20470872587934,1.47458033282297,0.313702234224031,0,20.4684190664825,15.3160728099219
"Census Tract 5355.02, Los Angeles County, California","Census Tract 5355.02","06037535502","00","06","037",,"535502",,,,,,,,1276,1243,33,1250,1210,40,26,33,-7,2.08,2.72727272727273,-17.5,3.10862446895044E-15,0.613793103448279,-0.613793103448276,4740,650,24,120,32,6,2817,1091,4958,2336,25,31,15,6,2353,192,-218,-1686,-1,89,17,0,464,899,-4.39693424768052,-72.1746575342466,-4,287.096774193548,113.333333333333,0,19.7195070123247,468.229166666667,-7.105427357601E-15,-33.4026923201304,0.00209353506160611,1.90639345183082,0.372564137914601,0.00556573955402598,11.9717270643022,19.1443483914672
"Census Tract 5355.03, Los Angeles County, California","Census Tract 5355.03","06037535503","00","06","037",,"535503",,,,,,,,677,668,9,650,618,32,27,50,-23,4.15384615384615,8.09061488673139,-71.875,-8.43769498715119E-15,3.59368253607544,-3.59368253607545,2370,285,18,80,5,0,1399,583,2497,1209,5,24,13,0,1142,104,-127,-924,13,56,-8,0,257,479,-5.08610332398879,-76.4267990074442,260,233.333333333333,-61.5384615384615,,22.5043782837128,460.576923076923,3.5527136788005E-15,-36.3927852663703,0.559253382540061,2.41437404209946,-0.309654285564619,0,13.294654006749,20.4341581205463
"Census Tract 5356.03, Los Angeles County, California","Census Tract 5356.03","06037535603","00","06","037",,"535603",,,,,,,,1126,1090,36,886,859,27,240,231,9,27.0880361173815,26.8917345750873,33.3333333333333,-3.83026943495679E-15,-0.149754018499737,0.149754018499733,4111,550,153,95,45,3,2399,866,3493,1712,49,19,21,4,1484,204,618,-1162,104,76,24,-1,915,662,17.6925279129688,-67.8738317757009,212.244897959184,400,114.285714285714,-25,61.6576819407008,324.509803921569,-1.24344978758018E-14,-35.6335703690106,2.3189165974859,1.76692823392206,0.493421774222246,-0.0415397985044697,15.8706612933968,15.225182268488
"Census Tract 5356.04, Los Angeles County, California","Census Tract 5356.04","06037535604","00","06","037",,"535604",,,,,,,,1049,1024,25,1033,994,39,16,30,-14,1.54888673765731,3.01810865191147,-35.8974358974359,-5.99520433297585E-15,1.39218930673845,-1.39218930673845,4213,647,25,89,15,1,2749,687,4435,2178,58,37,9,2,1998,153,-222,-1531,-33,52,6,-1,751,534,-5.00563697857948,-70.2938475665748,-56.8965517241379,140.540540540541,66.6666666666667,-50,37.5875875875876,349.019607843137,1.06581410364015E-14,-33.7521297556738,-0.71437765374849,1.2782360712574,0.153109597153386,-0.0213597735682034,20.1996825737484,12.8568389408314
"Census Tract 5356.05, Los Angeles County, California","Census Tract 5356.05","06037535605","00","06","037",,"535605",,,,,,,,1134,1112,22,1100,1072,28,34,40,-6,3.09090909090909,3.73134328358209,-21.4285714285714,-3.33066907387547E-16,0.605419272085939,-0.605419272085939,4042,581,21,80,12,0,2557,791,4153,2218,48,25,38,7,1657,160,-111,-1637,-27,55,-26,-7,900,631,-2.67276667469299,-73.8052299368801,-56.25,220,-68.4210526315789,-100,54.3150271575136,394.375,7.105427357601E-15,-39.0331032942927,-0.636246214649861,1.37724373252532,-0.618118472627824,-0.168552853359018,23.3618937110258,15.7168833913783
"Census Tract 5356.06, Los Angeles County, California","Census Tract 5356.06","06037535606","00","06","037",,"535606",,,,,,,,490,475,15,485,467,18,5,8,-3,1.03092783505155,1.71306209850107,-16.6666666666667,-5.55111512312578E-15,0.650115716389643,-0.650115716389649,1833,262,4,43,1,2,1183,338,1860,836,11,16,7,0,923,67,-27,-574,-7,27,-6,2,260,271,-1.45161290322581,-68.6602870813397,-63.6363636363636,168.75,-85.7142857142857,,28.169014084507,404.477611940299,8.88178419700125E-15,-30.6527286486106,-0.373176354645126,1.48566601552188,-0.321788712317196,0.10911074740862,14.9153511782201,14.8375657744223
"Census Tract 5356.07, Los Angeles County, California","Census Tract 5356.07","06037535607","00","06","037",,"535607",,,,,,,,1137,1115,22,1088,1048,40,49,67,-18,4.50367647058824,6.39312977099237,-45,-7.32747196252603E-15,1.74155414144549,-1.7415541414455,4521,488,36,119,14,2,3094,768,4775,2120,41,42,7,6,2411,148,-254,-1632,-5,77,7,-4,683,620,-5.31937172774869,-76.9811320754717,-12.1951219512195,183.333333333333,100,-66.6666666666667,28.3284944006636,418.918918918919,5.32907051820075E-15,-33.6038336512216,-0.0623547354926573,1.75257987448915,0.163069144457917,-0.0814164498194001,17.9440400875032,13.8879157300833
"Census Tract 5357.01, Los Angeles County, California","Census Tract 5357.01","06037535701","00","06","037",,"535701",,,,,,,,1581,1547,34,1522,1455,67,59,92,-33,3.87647831800263,6.32302405498282,-49.2537313432836,-3.5527136788005E-15,2.25156486230624,-2.25156486230625,6001,833,35,222,16,4,3526,1365,6050,3150,32,62,19,12,2555,220,-49,-2317,3,160,-3,-8,971,1145,-0.809917355371901,-73.5555555555556,9.375,258.064516129032,-15.7894736842105,-66.6666666666667,38.0039138943249,520.454545454545,-7.105427357601E-15,-38.185095872451,0.0543105074774039,2.67459004766423,-0.0474273571484642,-0.131691550030918,16.5254688956799,19.1098453288088
"Census Tract 5357.02, Los Angeles County, California","Census Tract 5357.02","06037535702","00","06","037",,"535702",,,,,,,,1434,1414,20,1419,1363,56,15,51,-36,1.05708245243129,3.74174614820249,-64.2857142857143,8.88178419700125E-16,2.55174101627347,-2.55174101627347,5429,749,46,192,29,9,3101,1303,5522,2627,36,68,28,3,2564,196,-93,-1878,10,124,1,6,537,1107,-1.68417240130388,-71.4883897982489,27.7777777777778,182.352941176471,3.57142857142857,200,20.9438377535101,564.795918367347,-1.06581410364015E-14,-33.7770637505571,0.195363825096139,2.30512501810438,0.0271056966727774,0.111448244097239,10.6867227918481,20.4512981747385
"Census Tract 5358.02, Los Angeles County, California","Census Tract 5358.02","06037535802","00","06","037",,"535802",,,,,,,,1735,1715,20,1710,1651,59,25,64,-39,1.46198830409357,3.87643852210781,-66.1016949152542,-2.22044604925031E-15,2.29755464549943,-2.29755464549944,6481,914,43,205,9,2,3799,1509,6814,3435,71,98,19,0,2920,271,-333,-2521,-28,107,-10,2,879,1238,-4.88699735837981,-73.391557496361,-39.4366197183099,109.183673469388,-52.6315789473684,,30.1027397260274,456.826568265683,7.105427357601E-15,-36.3081567773438,-0.378494551389451,1.72487667661182,-0.139970228389258,0.0308594352723345,15.7645474905831,19.3063379546553
"Census Tract 5358.03, Los Angeles County, California","Census Tract 5358.03","06037535803","00","06","037",,"535803",,,,,,,,1145,1107,38,1097,1065,32,48,42,6,4.37556973564266,3.94366197183099,18.75,-3.44169137633799E-15,-0.401730802147982,0.401730802147978,4242,605,32,151,14,1,2621,818,4458,2148,35,45,19,6,2015,190,-216,-1543,-3,106,-5,-5,606,628,-4.84522207267833,-71.8342644320298,-8.57142857142857,235.555555555556,-26.3157894736842,-83.3333333333333,30.0744416873449,330.526315789474,1.24344978758018E-14,-33.9209012229814,-0.0307442780424937,2.55022041331224,-0.0961670864260047,-0.111015716068819,16.5872518803505,15.0213560098559
"Census Tract 5358.04, Los Angeles County, California","Census Tract 5358.04","06037535804","00","06","037",,"535804",,,,,,,,1407,1386,21,1379,1319,60,28,67,-39,2.03045685279188,5.07960576194086,-65,8.88178419700125E-16,2.85844165683548,-2.85844165683547,5209,747,28,119,24,0,3171,1120,5498,2583,41,40,17,4,2637,176,-289,-1836,-13,79,7,-4,534,944,-5.25645689341579,-71.0801393728223,-31.7073170731707,197.5,41.1764705882353,-100,20.2502844141069,536.363636363636,1.06581410364015E-14,-32.6401558541576,-0.208194522436159,1.55697029674345,0.151537678477264,-0.0727537286285922,12.9125123493833,18.3000837806184
"Census Tract 5359.01, Los Angeles County, California","Census Tract 5359.01","06037535901","00","06","037",,"535901",,,,,,,,1473,1451,22,1437,1389,48,36,62,-26,2.50521920668058,4.46364290856731,-54.1666666666667,-9.32587340685131E-15,1.84674169852047,-1.84674169852048,5682,996,35,166,24,8,3191,1262,5757,3009,47,52,28,9,2389,223,-75,-2013,-12,114,-4,-1,802,1039,-1.30276185513288,-66.8993020937188,-25.531914893617,219.230769230769,-14.2857142857143,-11.1111111111111,33.5705316031812,465.919282511211,1.06581410364015E-14,-34.7377665571815,-0.200417140585842,2.01825829223282,-0.0639779422837521,-0.0155359280717712,14.6624952608082,18.3369440150818
"Census Tract 5359.02, Los Angeles County, California","Census Tract 5359.02","06037535902","00","06","037",,"535902",,,,,,,,1591,1567,24,1563,1514,49,28,53,-25,1.7914267434421,3.50066050198151,-51.0204081632653,2.66453525910038E-15,1.62651157160821,-1.62651157160821,6236,1124,26,181,37,8,3498,1362,6519,3426,39,40,55,12,2779,168,-283,-2302,-13,141,-18,-4,719,1194,-4.34115661911336,-67.1920607122008,-33.3333333333333,352.5,-32.7272727272727,-33.3333333333333,25.8726160489385,710.714285714286,-7.105427357601E-15,-34.5296981114364,-0.181317333523826,2.28891056202125,-0.250358625071964,-0.0557899487765619,13.4644121623663,19.2638412944213
"Census Tract 5360, Los Angeles County, California","Census Tract 5360","06037536000","00","06","037",,"536000",,,,,,,,1020,1000,20,1006,973,33,14,27,-13,1.39165009940358,2.77492291880781,-39.3939393939394,-1.33226762955019E-15,1.3195337777258,-1.3195337777258,3471,613,16,112,18,0,1980,732,3720,2085,22,35,22,0,1432,124,-249,-1472,-6,77,-4,0,548,608,-6.69354838709677,-70.599520383693,-27.2727272727273,220,-18.1818181818182,,38.268156424581,490.322580645161,1.77635683940025E-14,-38.3877705597532,-0.130435590747298,2.28587559595171,-0.0728153084079144,0,18.5494558600757,17.755690002881
