"Qualifying Name","Name of Area","FIPS","Nation","State","County","County Subdivision","Census Tract","Block Group","Place","Congressional District (116th)","State Legislative District (Upper Chamber)","State Legislative District (Lower Chamber)","Metropolitan Statistical Area/Micropolitan Statistical Area","Combined Statistical Area","2020 Housing Units","2020 Occupied Units","2020 Vacant Units","2010 Housing Units","2010 Occupied Units","2010 Vacant Units","Housing Units Change","Occupied Units Change","Vacant Units Change","Housing Units Change Percent","Occupied Units Change Percent","Vacant Units Change Percent","Housing Units Change Percent Points","Occupied Units Change Percent Points","Vacant Units Change Percent Points","2020 Total Population","White 2020","African American or Black 2020","American Indian and Alaska Native 2020","Asian 2020","Native Hawaiian and Other Pacific Islander 2020","Other 2020","Two or More Races 2020","2010 Total Population","White 2010 ","African American or Black 2010 ","American Indian and Alaska Native 2010 ","Asian 2010 ","Native Hawaiian and Other Pacific Islander 2010 ","Other 2010 ","Two or More Races 2010 ","Population Change","White Change","African American or Black Change","American Indian and Alaska Native Change","Asian Change","Native Hawaiian and Other Pacific Islander Change","Other Change","Two or More Races Change","Population Change Percent","White Change Percent","African American or Black Change Percent","American Indian and Alaska Native Change Percent","Asian Change Percent","Native Hawaiian and Other Pacific Islander Change Percent","Other Change Percent","Two or More Races Change Percent","Total Population Change Percent Points","White Change Percent Points","African American or Black Change Percent Points","American Indian and Alaska Native Change Percent Points","Asian Change Percent Points","Native Hawaiian and Other Pacific Islander Change Percent Points","Other Change Percent Points","Two or More Races Change Percent Points"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T015_000,SE_T015_001,SE_T015_002,SE_T016_000,SE_T016_001,SE_T016_002,SE_T017_000,SE_T017_001,SE_T017_002,SE_T018_000,SE_T018_001,SE_T018_002,SE_T019_000,SE_T019_001,SE_T019_002,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008
"Census Tract 1174.08, Los Angeles County, California","Census Tract 1174.08","06037117408","00","06","037",,"117408",,,,,,,,841,831,10,868,813,55,-27,18,-45,-3.11059907834101,2.2140221402214,-81.8181818181818,1.77635683940025E-15,5.14734488786117,-5.14734488786117,2843,437,158,49,235,4,1642,318,2830,1231,142,28,125,1,1154,149,13,-794,16,21,110,3,488,169,0.459363957597173,-64.5004061738424,11.2676056338028,75,88,300,42.2876949740035,113.422818791946,2.66453525910038E-15,-28.1271463354914,0.539841828357791,0.73413218754389,3.84895515487174,0.105360758368766,16.9785065047249,5.92034990162435
"Census Tract 1175.10, Los Angeles County, California","Census Tract 1175.10","06037117510","00","06","037",,"117510",,,,,,,,1126,1095,31,1013,972,41,113,123,-10,11.1549851924975,12.6543209876543,-24.390243902439,1.77635683940025E-15,1.29427565976235,-1.29427565976234,4181,581,114,119,325,1,2529,512,4028,1525,144,34,322,3,1822,178,153,-944,-30,85,3,-2,707,334,3.79841112214499,-61.9016393442623,-20.8333333333333,250,0.93167701863354,-66.6666666666667,38.8035126234907,187.640449438202,-8.88178419700125E-16,-23.963783056989,-0.848354748048046,2.00211768042264,-0.220781722394327,-0.050560926421056,15.2545551149131,7.82680765851667
"Census Tract 1175.20, Los Angeles County, California","Census Tract 1175.20","06037117520","00","06","037",,"117520",,,,,,,,1079,1055,24,999,910,89,80,145,-65,8.00800800800801,15.9340659340659,-73.0337078651685,8.88178419700125E-16,6.68462716655488,-6.68462716655488,3961,547,182,85,230,3,2270,644,4052,1575,177,45,207,13,1881,154,-91,-1028,5,40,23,-10,389,490,-2.24580454096742,-65.2698412698413,2.82485875706215,88.8888888888889,11.1111111111111,-76.9230769230769,20.6804891015417,318.181818181818,1.06581410364015E-14,-25.0600499489968,0.226586065072263,1.03536006168734,0.698026139858687,-0.245090770251811,10.8872401771168,12.4579282755135
"Census Tract 1175.30, Los Angeles County, California","Census Tract 1175.30","06037117530","00","06","037",,"117530",,,,,,,,1730,1656,74,1565,1478,87,165,178,-13,10.5431309904153,12.043301759134,-14.9425287356322,0,1.28164878391106,-1.28164878391106,5888,927,236,68,930,10,2845,872,5641,1902,202,65,887,3,2279,303,247,-975,34,3,43,7,566,569,4.37865626661939,-51.2618296529969,16.8316831683168,4.61538461538462,4.847801578354,233.333333333333,24.8354541465555,187.788778877888,-3.5527136788005E-15,-17.9735401187347,0.427226806070462,0.00261333944798561,0.0706745739654541,0.116654896603285,7.91797594571576,9.43839455693178
"Census Tract 1190.01, Los Angeles County, California","Census Tract 1190.01","06037119001","00","06","037",,"119001",,,,,,,,970,957,13,997,947,50,-27,10,-37,-2.70812437311936,1.05596620908131,-74,1.33226762955019E-15,3.67483894983921,-3.67483894983921,4024,645,30,110,662,2,1914,661,4038,1720,42,19,689,1,1358,209,-14,-1075,-12,91,-27,1,556,452,-0.346706290242694,-62.5,-28.5714285714286,478.947368421053,-3.91872278664731,100,40.9425625920471,216.267942583732,-7.105427357601E-15,-26.5665171920434,-0.29459203176188,2.26306844421337,-0.611610180423158,0.0249370542470782,13.9341021725024,11.2506117332656
"Census Tract 1190.03, Los Angeles County, California","Census Tract 1190.03","06037119003","00","06","037",,"119003",,,,,,,,875,866,9,912,868,44,-37,-2,-35,-4.05701754385965,-0.230414746543779,-79.5454545454545,9.76996261670138E-15,3.79598997493735,-3.79598997493734,3893,582,44,116,184,2,2238,727,4136,2072,55,29,179,5,1639,157,-243,-1490,-11,87,5,-3,599,570,-5.8752417794971,-71.9111969111969,-20,300,2.79329608938547,-60,36.5466748017084,363.057324840764,7.105427357601E-15,-35.1468017037971,-0.199553481152751,2.27854662512341,0.398579059473408,-0.069515487054332,17.8601390384269,14.8786059489805
"Census Tract 1190.04, Los Angeles County, California","Census Tract 1190.04","06037119004","00","06","037",,"119004",,,,,,,,725,701,24,767,712,55,-42,-11,-31,-5.47588005215124,-1.54494382022472,-56.3636363636364,-6.21724893790088E-15,3.86045047880231,-3.86045047880232,2830,441,30,68,284,2,1430,575,3074,1332,17,24,309,9,1257,126,-244,-891,13,44,-25,-7,173,449,-7.93754066363045,-66.8918918918919,76.4705882352941,183.333333333333,-8.09061488673139,-77.7777777777778,13.7629276054097,356.349206349206,1.06581410364015E-14,-27.7481257371181,0.507045297272692,1.62208515050429,-0.0167137579286894,-0.222106761140398,9.63868855624858,16.2191272521616
"Census Tract 1192.01, Los Angeles County, California","Census Tract 1192.01","06037119201","00","06","037",,"119201",,,,,,,,884,866,18,915,882,33,-31,-16,-15,-3.3879781420765,-1.8140589569161,-45.4545454545455,-4.44089209850063E-15,1.57035828202655,-1.57035828202656,3866,738,19,74,251,3,2066,715,4137,2047,59,59,222,2,1608,140,-271,-1309,-40,15,29,1,458,575,-6.55064056079284,-63.9472398632145,-67.7966101694915,25.4237288135593,13.0630630630631,50,28.4825870646766,410.714285714286,1.77635683940025E-15,-30.3908015447639,-0.9346901725073,0.487968906644278,1.12629131000932,0.0292553753547816,14.5715028509454,15.1104732743174
"Census Tract 1192.02, Los Angeles County, California","Census Tract 1192.02","06037119202","00","06","037",,"119202",,,,,,,,1046,1030,16,1086,1040,46,-40,-10,-30,-3.68324125230203,-0.961538461538462,-65.2173913043478,2.22044604925031E-15,2.70609072886626,-2.70609072886626,4394,683,64,67,278,9,2339,954,4707,2408,89,42,183,0,1759,226,-313,-1725,-25,25,95,9,580,728,-6.64967070320799,-71.6362126245847,-28.0898876404494,59.5238095238095,51.9125683060109,,32.9732802728823,322.12389380531,-7.105427357601E-15,-35.6139264785333,-0.434269300731563,0.632518472811729,2.43898264421644,0.204824761037779,15.861804908271,16.9100649929279
"Census Tract 1193.10, Los Angeles County, California","Census Tract 1193.10","06037119310","00","06","037",,"119310",,,,,,,,1188,1170,18,1150,1090,60,38,80,-42,3.30434782608696,7.3394495412844,-70,4.88498130835069E-15,3.70223978919632,-3.70223978919631,3983,779,154,63,637,4,1790,556,3871,1494,180,25,567,10,1419,176,112,-715,-26,38,70,-6,371,380,2.89330922242315,-47.8580990629183,-14.4444444444444,152,12.3456790123457,-60,26.1451726568006,215.909090909091,1.77635683940025E-15,-19.0365563591012,-0.783528912888819,0.935894368425664,1.34559218450567,-0.157904366614168,8.28380472341992,9.41269836225296
"Census Tract 1193.20, Los Angeles County, California","Census Tract 1193.20","06037119320","00","06","037",,"119320",,,,,,,,1217,1199,18,1183,1119,64,34,80,-46,2.87404902789518,7.14924039320822,-71.875,3.99680288865056E-15,3.93092780426072,-3.93092780426072,4793,743,172,72,849,11,2307,639,4694,1736,238,26,838,4,1681,171,99,-993,-66,46,11,7,626,468,2.10907541542395,-57.2004608294931,-27.7310924369748,176.923076923077,1.3126491646778,175,37.239738251041,273.684210526316,3.5527136788005E-15,-21.4816096226113,-1.48173585413538,0.948292100813473,-0.139245816425049,0.14428618784442,12.3210190333137,9.68899397120019
"Census Tract 1193.40, Los Angeles County, California","Census Tract 1193.40","06037119340","00","06","037",,"119340",,,,,,,,1020,981,39,982,923,59,38,58,-20,3.86965376782077,6.28385698808234,-33.8983050847458,3.5527136788005E-15,2.1846172277465,-2.1846172277465,3600,390,102,132,111,4,2372,489,3884,1719,109,19,53,4,1779,201,-284,-1329,-7,113,58,0,593,288,-7.31204943357363,-77.3123909249564,-6.42201834862385,594.736842105263,109.433962264151,0,33.3333333333333,143.283582089552,-5.32907051820075E-15,-33.4251630621353,0.0269481634054238,3.17748026089942,1.71876072777206,0.00812449937063738,20.0855933173132,8.40825609337453
"Census Tract 1193.41, Los Angeles County, California","Census Tract 1193.41","06037119341","00","06","037",,"119341",,,,,,,,836,831,5,797,766,31,39,65,-26,4.89335006273526,8.48563968668407,-83.8709677419355,8.43769498715119E-15,3.29149982290048,-3.29149982290047,2867,439,108,42,761,3,1148,366,2719,944,103,9,826,10,715,112,148,-505,5,33,-65,-7,433,254,5.44317763883781,-53.4957627118644,4.85436893203883,366.666666666667,-7.86924939467312,-70,60.5594405594406,226.785714285714,3.5527136788005E-15,-19.4064735580966,-0.0211535740496316,1.13394189091401,-3.83539055796304,-0.263143277428803,13.7454230862333,8.64679599039071
"Census Tract 1193.42, Los Angeles County, California","Census Tract 1193.42","06037119342","00","06","037",,"119342",,,,,,,,785,774,11,742,714,28,43,60,-17,5.79514824797844,8.40336134453782,-60.7142857142857,-4.44089209850063E-16,2.37231102031006,-2.37231102031006,3076,473,74,44,372,2,1644,467,3180,1106,122,33,319,0,1466,134,-104,-633,-48,11,53,2,178,333,-3.27044025157233,-57.2332730560579,-39.344262295082,33.3333333333333,16.6144200626959,,12.1418826739427,248.507462686567,3.5527136788005E-15,-19.4027610798963,-1.43075627090643,0.392693279682018,2.06218154754602,0.0650195058517555,7.34540487932543,10.9682181383975
"Census Tract 1194, Los Angeles County, California","Census Tract 1194","06037119400","00","06","037",,"119400",,,,,,,,1141,1124,17,1133,1088,45,8,36,-28,0.706090026478376,3.30882352941176,-62.2222222222222,2.66453525910038E-15,2.48183527711791,-2.4818352771179,4881,809,61,129,353,4,2509,1016,4987,2169,103,37,391,8,2079,200,-106,-1360,-42,92,-38,-4,430,816,-2.12552636855825,-62.7017058552328,-40.7766990291262,248.648648648649,-9.71867007672634,-50,20.6830206830207,408,0,-26.9186095690631,-0.81562605696343,1.90097202942771,-0.608260436364214,-0.0784666644235882,9.71501112891469,16.804979568472
"Census Tract 1197, Los Angeles County, California","Census Tract 1197","06037119700","00","06","037",,"119700",,,,,,,,1322,1283,39,1328,1294,34,-6,-11,5,-0.451807228915663,-0.850077279752705,14.7058823529412,3.10862446895044E-15,-0.38983467910978,0.389834679109783,4893,1617,48,42,1049,9,1529,599,5045,2566,91,17,1138,6,1052,175,-152,-949,-43,25,-89,3,477,424,-3.01288404360753,-36.9836321122369,-47.2527472527472,147.058823529412,-7.8207381370826,50,45.3422053231939,242.285714285714,-7.105427357601E-15,-17.815029540998,-0.822772849383142,0.521401804361604,-1.11819700763839,0.065006602138084,10.3963936263795,8.77319736514026
"Census Tract 1198.01, Los Angeles County, California","Census Tract 1198.01","06037119801","00","06","037",,"119801",,,,,,,,660,656,4,655,632,23,5,24,-19,0.763358778625954,3.79746835443038,-82.6086956521739,-4.44089209850063E-16,2.90538977561878,-2.90538977561878,2933,548,25,42,309,7,1491,511,2976,1319,58,12,291,3,1181,112,-43,-771,-33,30,18,4,310,399,-1.44489247311828,-58.4533737680061,-56.8965517241379,250,6.18556701030928,133.333333333333,26.2489415749365,356.25,0,-25.6372952021674,-1.09655514372968,1.02875510046963,0.757062294468946,0.13785703287397,11.1511824107578,13.6589935073267
"Census Tract 1198.02, Los Angeles County, California","Census Tract 1198.02","06037119802","00","06","037",,"119802",,,,,,,,796,777,19,782,761,21,14,16,-2,1.79028132992327,2.10249671484888,-9.52380952380952,-5.88418203051333E-15,0.298487321518071,-0.298487321518076,3016,541,29,34,402,1,1385,624,3132,1429,37,33,393,0,1136,104,-116,-888,-8,1,9,1,249,520,-3.7037037037037,-62.1413575927222,-21.6216216216216,3.03030303030303,2.29007633587786,,21.919014084507,500,0,-27.6881324295117,-0.219815306022202,0.0736811081638667,0.781019746536987,0.03315649867374,9.65099715099715,17.3690932311622
"Census Tract 1199, Los Angeles County, California","Census Tract 1199","06037119900","00","06","037",,"119900",,,,,,,,1207,1192,15,1225,1190,35,-18,2,-20,-1.46938775510204,0.168067226890756,-57.1428571428571,1.33226762955019E-15,1.61439223576755,-1.61439223576755,4774,1033,88,88,1088,5,1825,647,4940,2035,87,42,1054,7,1547,168,-166,-1002,1,46,34,-2,278,479,-3.36032388663968,-49.2383292383292,1.14942528735632,109.52380952381,3.2258064516129,-28.5714285714286,17.9702650290886,285.119047619048,7.105427357601E-15,-19.5562926038308,0.0821843691113641,0.993115543200433,1.45408072402979,-0.036966429156582,6.91211165744273,10.1517667392031
"Census Tract 1200.10, Los Angeles County, California","Census Tract 1200.10","06037120010","00","06","037",,"120010",,,,,,,,721,708,13,696,671,25,25,37,-12,3.59195402298851,5.51415797317437,-48,3.5527136788005E-15,1.78890270537408,-1.78890270537408,2892,503,73,88,307,15,1411,495,2844,1080,72,36,277,13,1174,192,48,-577,1,52,30,2,237,303,1.68776371308017,-53.4259259259259,1.38888888888889,144.444444444444,10.8303249097473,15.3846153846154,20.1873935264055,157.8125,-3.5527136788005E-15,-20.581875798799,-0.00744086699231393,1.77705411698794,0.875687915448407,0.0615695268775788,7.50987738618392,10.3651277202934
"Census Tract 1200.20, Los Angeles County, California","Census Tract 1200.20","06037120020","00","06","037",,"120020",,,,,,,,1145,1123,22,1075,1000,75,70,123,-53,6.51162790697674,12.3,-70.6666666666667,5.32907051820075E-15,5.05534680613385,-5.05534680613385,4037,466,65,99,770,0,2074,563,3900,1436,101,38,615,0,1541,168,137,-970,-36,61,155,0,533,395,3.51282051282051,-67.5487465181058,-35.6435643564356,160.526315789474,25.2032520325203,,34.5879299156392,235.119047619048,0.0256410256410238,-25.2772876533095,-0.979637075004922,1.4779571019353,3.30433871305806,0,11.8619627420717,9.6383071968903
"Census Tract 1200.30, Los Angeles County, California","Census Tract 1200.30","06037120030","00","06","037",,"120030",,,,,,,,754,719,35,711,649,62,43,70,-27,6.0478199718706,10.7858243451464,-43.5483870967742,-2.66453525910038E-15,4.07820270325726,-4.07820270325726,2591,434,36,98,104,4,1557,358,2832,1125,20,7,103,2,1413,163,-241,-691,16,91,1,2,144,195,-8.50988700564972,-61.4222222222222,80,1300,0.970873786407767,100,10.1910828025478,119.631901840491,-0.0353107344632804,-22.9742868076588,0.683210243192974,3.53514828600523,0.376888599607071,0.0837590791243919,10.1985605322204,8.06140933304551
"Census Tract 1201.03, Los Angeles County, California","Census Tract 1201.03","06037120103","00","06","037",,"120103",,,,,,,,850,837,13,865,794,71,-15,43,-58,-1.73410404624277,5.41561712846348,-81.6901408450704,4.44089209850063E-15,6.67868072084326,-6.67868072084325,3123,419,45,136,90,0,1926,507,3287,1273,131,21,79,0,1635,148,-164,-854,-86,115,11,0,291,359,-4.98935199269851,-67.0856245090338,-65.6488549618321,547.619047619048,13.9240506329114,,17.7981651376147,242.567567567568,7.105427357601E-15,-25.3117370839881,-2.54447482835623,3.71590662563134,0.478437018066981,0,11.9300642036702,11.7318040649758
"Census Tract 1201.04, Los Angeles County, California","Census Tract 1201.04","06037120104","00","06","037",,"120104",,,,,,,,822,795,27,764,726,38,58,69,-11,7.59162303664921,9.50413223140496,-28.9473684210526,-4.21884749357559E-15,1.68915045668208,-1.68915045668208,2327,359,182,54,423,2,1006,301,2310,951,135,19,359,1,708,137,17,-592,47,35,64,1,298,164,0.735930735930736,-62.2502628811777,34.8148148148148,184.210526315789,17.8272980501393,100,42.090395480226,119.70802919708,-1.77635683940025E-15,-25.7412419982252,1.97707320612349,1.49807362097865,2.63678593287532,0.0426575286910482,12.5822780571384,7.00437365241834
"Census Tract 1201.05, Los Angeles County, California","Census Tract 1201.05","06037120105","00","06","037",,"120105",,,,,,,,876,867,9,864,830,34,12,37,-25,1.38888888888889,4.45783132530121,-73.5294117647059,-3.5527136788005E-15,2.90778792491121,-2.90778792491121,2855,544,85,52,452,1,1315,406,2812,1243,66,9,406,1,986,101,43,-699,19,43,46,0,329,305,1.52916073968706,-56.2349155269509,28.7878787878788,477.777777777778,11.3300492610837,0,33.367139959432,301.980198019802,3.5527136788005E-15,-25.1491232222175,0.630148998662226,1.50130912551412,1.3937515725699,-0.000535607964864118,10.995533278693,10.6289158547431
"Census Tract 1201.06, Los Angeles County, California","Census Tract 1201.06","06037120106","00","06","037",,"120106",,,,,,,,1196,1171,25,1197,1118,79,-1,53,-54,-0.0835421888053467,4.74060822898032,-68.3544303797468,1.77635683940025E-15,4.50953191227791,-4.50953191227791,4377,556,111,82,690,2,2262,674,4417,1455,113,26,633,5,1978,207,-40,-899,-2,56,57,-3,284,467,-0.905592030790129,-61.786941580756,-1.76991150442478,215.384615384615,9.00473933649289,-60,14.3579373104146,225.603864734299,-7.105427357601E-15,-20.238145669454,-0.0223139366051443,1.28479446945409,1.43322818265711,-0.0675056065446766,6.89770642835341,10.7122361321393
"Census Tract 1201.07, Los Angeles County, California","Census Tract 1201.07","06037120107","00","06","037",,"120107",,,,,,,,1082,1055,27,1046,973,73,36,82,-46,3.44168260038241,8.42754367934224,-63.013698630137,5.32907051820075E-15,4.48358856730862,-4.48358856730861,3760,658,119,78,193,4,2209,499,3818,1541,80,22,213,0,1800,162,-58,-883,39,56,-20,4,409,337,-1.51911995809324,-57.3004542504867,48.75,254.545454545455,-9.38967136150235,,22.7222222222222,208.024691358025,-5.32907051820075E-15,-22.8614457831325,1.06955574378922,1.49825016996757,-0.445858364076101,0.106382978723404,11.6048978522787,9.02821740244976
"Census Tract 1201.08, Los Angeles County, California","Census Tract 1201.08","06037120108","00","06","037",,"120108",,,,,,,,1484,1445,39,1302,1218,84,182,227,-45,13.9784946236559,18.6371100164204,-53.5714285714286,7.105427357601E-15,3.82358055821234,-3.82358055821233,5263,781,242,110,577,4,2932,617,4838,1941,211,54,318,7,2120,187,425,-1160,31,56,259,-3,812,430,8.78462174452253,-59.763008758372,14.6919431279621,103.703703703704,81.4465408805032,-42.8571428571429,38.3018867924528,229.946524064171,9.76996261670138E-15,-25.2804390663344,0.236831619210668,0.973898997871135,4.3903648651419,-0.0686856074884396,11.8899110586381,7.8581181329611
"Census Tract 1203, Los Angeles County, California","Census Tract 1203","06037120300","00","06","037",,"120300",,,,,,,,1467,1439,28,1463,1404,59,4,35,-31,0.273410799726589,2.49287749287749,-52.5423728813559,-5.32907051820075E-15,2.12415217258614,-2.12415217258614,5550,1459,117,89,1090,3,2029,763,5531,2346,107,43,1077,2,1728,228,19,-887,10,46,13,1,301,535,0.343518351111915,-37.8090366581415,9.34579439252336,106.976744186047,1.20705663881151,50,17.4189814814815,234.649122807018,-3.5527136788005E-15,-16.127188117425,0.173557393951536,0.826167335297691,0.167573105559002,0.0178942276212209,5.31646852059074,9.62552753440477
"Census Tract 1204, Los Angeles County, California","Census Tract 1204","06037120400","00","06","037",,"120400",,,,,,,,2057,2018,39,2022,1946,76,35,72,-37,1.73095944609298,3.69989722507708,-48.6842105263158,-1.33226762955019E-15,1.86268979966119,-1.86268979966119,6614,1503,188,57,1454,9,2569,834,6272,2757,207,54,1299,12,1698,245,342,-1254,-19,3,155,-3,871,589,5.45280612244898,-45.4842219804135,-9.17874396135266,5.55555555555556,11.9322555812163,-25,51.2956419316843,240.408163265306,3.5527136788005E-15,-21.2327466706368,-0.457927255419857,0.000838897699993214,1.27257406213166,-0.0552515381719667,11.7691465382645,8.70336596613245
"Census Tract 1210.10, Los Angeles County, California","Census Tract 1210.10","06037121010","00","06","037",,"121010",,,,,,,,1280,1237,43,1301,1256,45,-21,-19,-2,-1.6141429669485,-1.51273885350318,-4.44444444444444,6.93889390390723E-16,0.0995027863182174,-0.0995027863182167,4693,1744,67,75,469,6,1589,743,4989,2653,63,59,536,4,1454,220,-296,-909,4,16,-67,2,135,523,-5.93305271597515,-34.2630983791934,6.34920634920635,27.1186440677966,-12.5,50,9.28473177441541,237.727272727273,1.77635683940025E-15,-16.0152591401061,0.164880102515754,0.415523143030585,-0.750028498665528,0.047673601292116,4.71482178756187,11.4223890043713
"Census Tract 1210.20, Los Angeles County, California","Census Tract 1210.20","06037121020","00","06","037",,"121020",,,,,,,,1097,1061,36,1046,994,52,51,67,-16,4.87571701720841,6.74044265593561,-30.7692307692308,-3.5527136788005E-15,1.68964200993148,-1.68964200993148,3781,1468,102,56,377,7,1330,441,3741,1890,69,29,377,5,1168,203,40,-422,33,27,0,2,162,238,1.06923282544774,-22.3280423280423,47.8260869565217,93.1034482758621,0,40,13.8698630136986,117.241379310345,8.88178419700125E-16,-11.6955435176134,0.85327239752555,0.705895860370805,-0.106612212428933,0.0514821041715846,3.95428089391088,6.2372244740635
"Census Tract 1211.01, Los Angeles County, California","Census Tract 1211.01","06037121101","00","06","037",,"121101",,,,,,,,993,978,15,956,899,57,37,79,-42,3.87029288702929,8.78754171301446,-73.6842105263158,4.44089209850063E-15,4.45176907810743,-4.45176907810742,2936,905,85,47,244,1,1197,457,2932,1586,67,25,291,2,853,108,4,-681,18,22,-47,-1,344,349,0.136425648021828,-42.938209331652,26.865671641791,88,-16.1512027491409,-50,40.3282532239156,323.148148148148,5.32907051820075E-15,-23.2685187594559,0.609965763481791,0.748157138555672,-1.61433919059072,-0.0341528785068269,11.6769853277375,11.8819025987785
"Census Tract 1211.02, Los Angeles County, California","Census Tract 1211.02","06037121102","00","06","037",,"121102",,,,,,,,871,828,43,829,776,53,42,52,-10,5.06634499396864,6.70103092783505,-18.8679245283019,-4.21884749357559E-15,1.45639068275584,-1.45639068275584,2846,1415,59,38,158,2,783,391,2721,1710,26,18,154,4,730,79,125,-295,33,20,4,-2,53,312,4.59389930172731,-17.2514619883041,126.923076923077,111.111111111111,2.5974025974026,-50,7.26027397260274,394.93670886076,-1.77635683940025E-15,-13.1256387231039,1.11755397686405,0.67368580905443,-0.10803249910963,-0.0767307087866863,0.683926039964533,10.8352361051172
"Census Tract 1212.10, Los Angeles County, California","Census Tract 1212.10","06037121210","00","06","037",,"121210",,,,,,,,787,766,21,799,759,40,-12,7,-19,-1.50187734668335,0.922266139657444,-47.5,-2.22044604925031E-15,2.33789695823718,-2.33789695823719,3182,683,48,113,513,3,1386,436,3122,1424,53,27,518,1,985,114,60,-741,-5,86,-5,2,401,322,1.92184497117233,-52.0365168539326,-9.43396226415094,318.518518518519,-0.965250965250965,200,40.7106598984772,282.456140350877,-1.77635683940025E-15,-24.1472995722657,-0.189144495120092,2.68639540722135,-0.469992361743327,0.0622495773189276,12.0072227226258,10.050568721963
"Census Tract 1212.21, Los Angeles County, California","Census Tract 1212.21","06037121221","00","06","037",,"121221",,,,,,,,536,526,10,564,536,28,-28,-10,-18,-4.9645390070922,-1.86567164179104,-64.2857142857143,-3.99680288865056E-15,3.09886736530115,-3.09886736530115,2147,404,36,67,142,2,1023,473,2365,1045,30,40,143,8,1014,85,-218,-641,6,27,-1,-6,9,388,-9.21775898520085,-61.3397129186603,20,67.5,-0.699300699300699,-75,0.887573964497041,456.470588235294,3.5527136788005E-15,-25.3690926224803,0.408259324432243,1.42930151812205,0.567368204417197,-0.245113147703024,4.77261649324344,18.4366602299684
"Census Tract 1212.22, Los Angeles County, California","Census Tract 1212.22","06037121222","00","06","037",,"121222",,,,,,,,1362,1313,49,1270,1198,72,92,115,-23,7.24409448818898,9.59933222036728,-31.9444444444444,1.11022302462516E-14,2.07164082463261,-2.0716408246326,5376,991,70,99,225,0,2994,997,5293,2355,191,33,243,6,2285,180,83,-1364,-121,66,-18,-6,709,817,1.56810882297374,-57.9193205944798,-63.3507853403141,200,-7.40740740740741,-100,31.0284463894967,453.888888888889,7.105427357601E-15,-26.0589464803019,-2.30645624724479,1.21805290343041,-0.405701347467005,-0.113357264311355,12.5217394604734,15.1446689754213
"Census Tract 1216, Los Angeles County, California","Census Tract 1216","06037121600","00","06","037",,"121600",,,,,,,,856,844,12,851,827,24,5,17,-12,0.587544065804935,2.05562273276904,-50,6.43929354282591E-15,1.41834235698519,-1.41834235698519,2996,1409,71,48,634,7,491,336,3005,1597,56,10,681,6,528,127,-9,-188,15,38,-47,1,-37,209,-0.299500831946755,-11.7720726361929,26.7857142857143,380,-6.90161527165932,16.6666666666667,-7.00757575757576,164.566929133858,0,-6.11538623877872,0.506265703133851,1.26935747941237,-1.5006808856623,0.0339776385152472,-1.18219745017761,6.98866375355716
"Census Tract 1218.01, Los Angeles County, California","Census Tract 1218.01","06037121801","00","06","037",,"121801",,,,,,,,1233,1169,64,1215,1101,114,18,68,-50,1.48148148148148,6.17620345140781,-43.859649122807,-2.66453525910038E-15,4.19212399747679,-4.1921239974768,3854,874,219,79,301,1,1700,680,3942,1847,161,51,221,1,1445,216,-88,-973,58,28,80,0,255,464,-2.23236935565703,-52.6800216567407,36.0248447204969,54.9019607843137,36.1990950226244,0,17.6470588235294,214.814814814815,0,-24.1766512195385,1.59818668039979,0.756058857586536,2.20377623964717,0.000579234394306442,7.45349603500893,12.1645541725018
"Census Tract 1218.02, Los Angeles County, California","Census Tract 1218.02","06037121802","00","06","037",,"121802",,,,,,,,776,742,34,736,708,28,40,34,6,5.43478260869565,4.80225988700565,21.4285714285714,-1.33226762955019E-15,-0.577095472882116,0.577095472882115,3192,1061,101,49,243,3,1220,515,3525,1756,209,56,288,4,1077,135,-333,-695,-108,-7,-45,-1,143,380,-9.4468085106383,-39.5785876993166,-51.6746411483254,-12.5,-15.625,-25,13.2776230269267,281.481481481481,3.5527136788005E-15,-16.5762544659521,-2.76491761318189,-0.0535647629712581,-0.557430811070228,-0.0194902148989495,7.66735988908441,12.30429797899
