Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010,PCT_SE_A03001B_002,PCT_SE_A03001B_003,PCT_SE_A03001B_004,PCT_SE_A03001B_005,PCT_SE_A03001B_006,PCT_SE_A03001B_007,PCT_SE_A03001B_008,PCT_SE_A03001B_009,PCT_SE_A03001B_010,SE_A10010_001,SE_A10010_002,SE_A10010_003,SE_A10010_004,SE_A10010_005,SE_A10010_006,SE_A10010_007,SE_A10010_008,SE_A10010_009,SE_A10010_010,PCT_SE_A10010_002,PCT_SE_A10010_003,PCT_SE_A10010_004,PCT_SE_A10010_005,PCT_SE_A10010_006,PCT_SE_A10010_007,PCT_SE_A10010_008,PCT_SE_A10010_009,PCT_SE_A10010_010,SE_B10040_001,SE_B10040_002,SE_B10040_003,PCT_SE_B10040_002,PCT_SE_B10040_003,SE_A09004B_008,SE_A09004B_001,SE_A09004B_002,SE_A09004B_003,SE_A09004B_004,SE_A09004B_005,SE_A09004B_006,SE_A09004B_007,PCT_SE_A09004B_001,PCT_SE_A09004B_002,PCT_SE_A09004B_003,PCT_SE_A09004B_004,PCT_SE_A09004B_005,PCT_SE_A09004B_006,PCT_SE_A09004B_007
"06037310501","Census Tract 3105.01, Los Angeles County, California","ACSSF","ca","140","00","0005352",,,,,"06","037",,,"310501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310501","Census Tract 3105.01",,,,2033,1620,1440,180,203,13,0,26,7,164,79.69,70.83,8.85,9.99,0.64,0,1.28,0.34,8.07,1364,756,75,13,151,0,160,209,462,656,55.43,5.5,0.95,11.07,0,11.73,15.32,33.87,48.09,1599,939,114,13,151,0,160,222,760,554,58.72,7.13,0.81,9.44,0,10.01,13.88,47.53,34.65,235,156,49,66.38,20.85,2033,1738,1273,133,176,26,34,96,85.49,62.62,6.54,8.66,1.28,1.67,4.72
"06037310601","Census Tract 3106.01, Los Angeles County, California","ACSSF","ca","140","00","0005353",,,,,"06","037",,,"310601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310601","Census Tract 3106.01",,,,3372,2309,2073,236,93,0,40,8,51,871,68.48,61.48,7,2.76,0,1.19,0.24,1.51,25.83,1856,1099,278,37,165,0,171,106,966,317,59.21,14.98,1.99,8.89,0,9.21,5.71,52.05,17.08,2436,1413,306,37,241,0,249,190,479,1229,58,12.56,1.52,9.89,0,10.22,7.8,19.66,50.45,580,149,62,25.69,10.69,3357,2416,1357,223,52,8,69,707,71.97,40.42,6.64,1.55,0.24,2.06,21.06
"06037310602","Census Tract 3106.02, Los Angeles County, California","ACSSF","ca","140","00","0005354",,,,,"06","037",,,"310602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310602","Census Tract 3106.02",,,,1609,1148,1011,137,11,0,0,65,46,339,71.35,62.83,8.51,0.68,0,0,4.04,2.86,21.07,606,401,13,3,89,0,86,14,367,120,66.17,2.15,0.5,14.69,0,14.19,2.31,60.56,19.8,1151,837,13,3,154,0,90,54,136,795,72.72,1.13,0.26,13.38,0,7.82,4.69,11.82,69.07,545,190,15,34.86,2.75,1609,785,475,83,11,29,0,187,48.79,29.52,5.16,0.68,1.8,0,11.62
"06037310701","Census Tract 3107.01, Los Angeles County, California","ACSSF","ca","140","00","0005355",,,,,"06","037",,,"310701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310701","Census Tract 3107.01",,,,750,482,420,62,2,20,0,43,17,186,64.27,56,8.27,0.27,2.67,0,5.73,2.27,24.8,1063,949,0,0,40,0,23,51,865,131,89.28,0,0,3.76,0,2.16,4.8,81.37,12.32,1141,1003,0,0,57,0,30,51,138,919,87.91,0,0,5,0,2.63,4.47,12.09,80.54,78,11,0,14.1,0,747,621,334,60,2,42,32,151,83.13,44.71,8.03,0.27,5.62,4.28,20.21
"06037310703","Census Tract 3107.03, Los Angeles County, California","ACSSF","ca","140","00","0005356",,,,,"06","037",,,"310703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310703","Census Tract 3107.03",,,,2057,1569,1537,32,13,0,0,0,24,451,76.28,74.72,1.56,0.63,0,0,0,1.17,21.93,1672,1507,0,0,85,0,39,41,1362,156,90.13,0,0,5.08,0,2.33,2.45,81.46,9.33,1903,1666,0,0,157,0,39,41,213,1464,87.55,0,0,8.25,0,2.05,2.15,11.19,76.93,231,102,49,44.16,21.21,2057,1715,1241,32,13,0,0,429,83.37,60.33,1.56,0.63,0,0,20.86
"06037310704","Census Tract 3107.04, Los Angeles County, California","ACSSF","ca","140","00","0005357",,,,,"06","037",,,"310704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310704","Census Tract 3107.04",,,,2253,1835,1625,210,27,0,22,86,17,266,81.45,72.13,9.32,1.2,0,0.98,3.82,0.75,11.81,1963,1550,25,5,140,0,96,147,1339,302,78.96,1.27,0.25,7.13,0,4.89,7.49,68.21,15.38,2225,1731,25,5,196,0,111,157,317,1520,77.8,1.12,0.22,8.81,0,4.99,7.06,14.25,68.31,262,150,114,57.25,43.51,2251,2032,1467,190,27,71,37,240,90.27,65.17,8.44,1.2,3.15,1.64,10.66
"06037310705","Census Tract 3107.05, Los Angeles County, California","ACSSF","ca","140","00","0005358",,,,,"06","037",,,"310705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310705","Census Tract 3107.05",,,,1188,620,620,0,152,0,0,0,0,416,52.19,52.19,0,12.79,0,0,0,0,35.02,1266,845,71,0,198,0,68,84,814,57,66.75,5.61,0,15.64,0,5.37,6.64,64.3,4.5,1368,909,71,0,236,0,68,84,73,862,66.45,5.19,0,17.25,0,4.97,6.14,5.34,63.01,102,53,22,51.96,21.57,1188,1086,581,0,120,0,0,385,91.41,48.91,0,10.1,0,0,32.41
"06037310800","Census Tract 3108, Los Angeles County, California","ACSSF","ca","140","00","0005359",,,,,"06","037",,,"310800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310800","Census Tract 3108",,,,3135,2552,2327,225,15,0,30,37,0,501,81.4,74.23,7.18,0.48,0,0.96,1.18,0,15.98,1166,965,34,0,72,0,60,35,850,210,82.76,2.92,0,6.17,0,5.15,3,72.9,18.01,2327,1882,64,0,199,0,60,122,349,1679,80.88,2.75,0,8.55,0,2.58,5.24,15,72.15,1161,244,47,21.02,4.05,3122,1475,1104,131,0,17,0,223,47.25,35.36,4.2,0,0.54,0,7.14
"06037310900","Census Tract 3109, Los Angeles County, California","ACSSF","ca","140","00","0005360",,,,,"06","037",,,"310900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310900","Census Tract 3109",,,,3435,2700,2410,290,73,0,16,46,15,585,78.6,70.16,8.44,2.13,0,0.47,1.34,0.44,17.03,762,472,49,20,76,0,68,77,381,256,61.94,6.43,2.62,9.97,0,8.92,10.1,50,33.6,2495,1676,65,32,339,0,207,176,568,1467,67.17,2.61,1.28,13.59,0,8.3,7.05,22.77,58.8,1733,616,226,35.55,13.04,3435,890,582,114,35,0,15,144,25.91,16.94,3.32,1.02,0,0.44,4.19
"06037311000","Census Tract 3110, Los Angeles County, California","ACSSF","ca","140","00","0005361",,,,,"06","037",,,"311000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311000","Census Tract 3110",,,,1945,1500,1378,122,100,0,11,10,63,261,77.12,70.85,6.27,5.14,0,0.57,0.51,3.24,13.42,607,418,8,0,27,0,68,86,369,203,68.86,1.32,0,4.45,0,11.2,14.17,60.79,33.44,1493,1004,8,30,166,0,110,175,426,846,67.25,0.54,2.01,11.12,0,7.37,11.72,28.53,56.66,886,321,116,36.23,13.09,1945,760,437,31,54,10,63,165,39.07,22.47,1.59,2.78,0.51,3.24,8.48
"06037311100","Census Tract 3111, Los Angeles County, California","ACSSF","ca","140","00","0005362",,,,,"06","037",,,"311100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311100","Census Tract 3111",,,,2104,1496,1412,84,48,0,0,29,11,520,71.1,67.11,3.99,2.28,0,0,1.38,0.52,24.71,596,405,0,0,133,0,38,20,355,108,67.95,0,0,22.32,0,6.38,3.36,59.56,18.12,1524,1048,0,0,260,0,83,133,420,844,68.77,0,0,17.06,0,5.45,8.73,27.56,55.38,928,369,215,39.76,23.17,2104,800,434,5,0,29,0,332,38.02,20.63,0.24,0,1.38,0,15.78
"06037311200","Census Tract 3112, Los Angeles County, California","ACSSF","ca","140","00","0005363",,,,,"06","037",,,"311200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311200","Census Tract 3112",,,,1892,1260,1197,63,10,0,0,59,58,505,66.6,63.27,3.33,0.53,0,0,3.12,3.07,26.69,747,618,32,0,22,0,46,29,578,86,82.73,4.28,0,2.95,0,6.16,3.88,77.38,11.51,1348,1103,52,4,85,0,46,58,217,955,81.82,3.86,0.3,6.31,0,3.41,4.3,16.1,70.85,601,295,127,49.08,21.13,1892,1041,515,31,10,49,38,398,55.02,27.22,1.64,0.53,2.59,2.01,21.04
"06037311300","Census Tract 3113, Los Angeles County, California","ACSSF","ca","140","00","0005364",,,,,"06","037",,,"311300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311300","Census Tract 3113",,,,2295,1902,1882,20,18,14,0,42,0,319,82.88,82,0.87,0.78,0.61,0,1.83,0,13.9,558,300,24,0,38,0,19,177,240,205,53.76,4.3,0,6.81,0,3.41,31.72,43.01,36.74,1639,1178,24,0,150,0,38,249,430,923,71.87,1.46,0,9.15,0,2.32,15.19,26.24,56.31,1081,283,114,26.18,10.55,2295,839,757,0,9,0,14,59,36.56,32.98,0,0.39,0,0.61,2.57
"06037311400","Census Tract 3114, Los Angeles County, California","ACSSF","ca","140","00","0005365",,,,,"06","037",,,"311400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311400","Census Tract 3114",,,,1305,999,953,46,20,10,0,19,5,252,76.55,73.03,3.52,1.53,0.77,0,1.46,0.38,19.31,352,287,0,6,28,0,6,25,269,55,81.53,0,1.7,7.95,0,1.7,7.1,76.42,15.62,986,814,23,6,100,0,12,31,144,713,82.56,2.33,0.61,10.14,0,1.22,3.14,14.6,72.31,634,213,97,33.6,15.3,1305,455,332,8,0,12,4,99,34.87,25.44,0.61,0,0.92,0.31,7.59
"06037311500","Census Tract 3115, Los Angeles County, California","ACSSF","ca","140","00","0005366",,,,,"06","037",,,"311500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311500","Census Tract 3115",,,,3443,2384,2106,278,63,20,0,45,12,919,69.24,61.17,8.07,1.83,0.58,0,1.31,0.35,26.69,1259,1021,17,42,98,0,24,57,852,234,81.1,1.35,3.34,7.78,0,1.91,4.53,67.67,18.59,2365,1789,34,42,249,0,52,199,332,1550,75.64,1.44,1.78,10.53,0,2.2,8.41,14.04,65.54,1106,299,108,27.03,9.76,3443,1565,1054,57,19,19,47,369,45.45,30.61,1.66,0.55,0.55,1.37,10.72
"06037311601","Census Tract 3116.01, Los Angeles County, California","ACSSF","ca","140","00","0005367",,,,,"06","037",,,"311601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311601","Census Tract 3116.01",,,,1025,579,570,9,14,0,37,110,0,285,56.49,55.61,0.88,1.37,0,3.61,10.73,0,27.8,585,537,0,0,25,0,0,23,391,146,91.79,0,0,4.27,0,0,3.93,66.84,24.96,865,806,0,0,25,0,0,34,146,660,93.18,0,0,2.89,0,0,3.93,16.88,76.3,280,140,0,50,0,1024,814,513,0,10,110,41,140,79.49,50.1,0,0.98,10.74,4,13.67
"06037311602","Census Tract 3116.02, Los Angeles County, California","ACSSF","ca","140","00","0005368",,,,,"06","037",,,"311602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311602","Census Tract 3116.02",,,,2511,1856,1691,165,84,25,54,14,36,442,73.91,67.34,6.57,3.35,1,2.15,0.56,1.43,17.6,2020,1260,146,0,348,0,80,186,1142,239,62.38,7.23,0,17.23,0,3.96,9.21,56.53,11.83,2420,1604,146,0,385,0,80,205,315,1429,66.28,6.03,0,15.91,0,3.31,8.47,13.02,59.05,400,115,85,28.75,21.25,2511,2003,1282,137,84,14,115,371,79.77,51.06,5.46,3.35,0.56,4.58,14.77
"06037311700","Census Tract 3117, Los Angeles County, California","ACSSF","ca","140","00","0005369",,,,,"06","037",,,"311700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311700","Census Tract 3117",,,,3085,2068,2030,38,10,0,0,48,0,959,67.03,65.8,1.23,0.32,0,0,1.56,0,31.09,1197,915,111,0,59,0,81,31,842,174,76.44,9.27,0,4.93,0,6.77,2.59,70.34,14.54,2783,1986,129,17,249,0,107,295,557,1778,71.36,4.64,0.61,8.95,0,3.84,10.6,20.01,63.89,1586,658,241,41.49,15.2,3084,1238,959,0,10,32,0,237,40.14,31.1,0,0.32,1.04,0,7.68
"06037311801","Census Tract 3118.01, Los Angeles County, California","ACSSF","ca","140","00","0005370",,,,,"06","037",,,"311801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311801","Census Tract 3118.01",,,,1707,1209,1156,53,97,0,3,64,12,322,70.83,67.72,3.1,5.68,0,0.18,3.75,0.7,18.86,1069,825,20,26,65,0,97,36,638,295,77.17,1.87,2.43,6.08,0,9.07,3.37,59.68,27.6,1334,1022,20,26,127,0,103,36,329,807,76.61,1.5,1.95,9.52,0,7.72,2.7,24.66,60.49,265,113,79,42.64,29.81,1707,1345,921,27,75,64,24,234,78.79,53.95,1.58,4.39,3.75,1.41,13.71
"06037311802","Census Tract 3118.02, Los Angeles County, California","ACSSF","ca","140","00","0005371",,,,,"06","037",,,"311802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311802","Census Tract 3118.02",,,,2795,1932,1766,166,73,0,11,134,0,645,69.12,63.18,5.94,2.61,0,0.39,4.79,0,23.08,1231,735,87,0,164,0,208,37,378,577,59.71,7.07,0,13.32,0,16.9,3.01,30.71,46.87,1635,1070,87,0,215,0,218,45,644,664,65.44,5.32,0,13.15,0,13.33,2.75,39.39,40.61,404,112,75,27.72,18.56,2795,2252,1285,166,55,117,11,618,80.57,45.97,5.94,1.97,4.19,0.39,22.11
"06037320101","Census Tract 3201.01, Los Angeles County, California","ACSSF","ca","140","00","0005372",,,,,"06","037",,,"320101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320101","Census Tract 3201.01",,,,1916,1816,1511,305,61,0,0,0,25,14,94.78,78.86,15.92,3.18,0,0,0,1.3,0.73,196,109,0,0,0,0,35,52,0,196,55.61,0,0,0,0,17.86,26.53,0,100,1008,536,76,42,34,0,223,97,797,112,53.17,7.54,4.17,3.37,0,22.12,9.62,79.07,11.11,812,249,48,30.67,5.91,1916,334,277,39,18,0,0,0,17.43,14.46,2.04,0.94,0,0,0
"06037320102","Census Tract 3201.02, Los Angeles County, California","ACSSF","ca","140","00","0005373",,,,,"06","037",,,"320102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320102","Census Tract 3201.02",,,,1649,1412,1087,325,53,9,0,54,30,91,85.63,65.92,19.71,3.21,0.55,0,3.27,1.82,5.52,229,118,0,0,0,0,104,7,0,229,51.53,0,0,0,0,45.41,3.06,0,100,917,487,0,0,37,0,386,7,864,35,53.11,0,0,4.03,0,42.09,0.76,94.22,3.82,688,232,159,33.72,23.11,1649,459,284,61,12,0,30,72,27.84,17.22,3.7,0.73,0,1.82,4.37
"06037320201","Census Tract 3202.01, Los Angeles County, California","ACSSF","ca","140","00","0005374",,,,,"06","037",,,"320201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320201","Census Tract 3202.01",,,,1681,1540,1327,213,71,0,0,53,0,17,91.61,78.94,12.67,4.22,0,0,3.15,0,1.01,942,517,42,0,10,0,278,95,40,824,54.88,4.46,0,1.06,0,29.51,10.08,4.25,87.47,1144,665,42,0,10,0,315,112,963,103,58.13,3.67,0,0.87,0,27.53,9.79,84.18,9,202,45,10,22.28,4.95,1681,947,733,117,47,43,0,7,56.34,43.6,6.96,2.8,2.56,0,0.42
"06037320202","Census Tract 3202.02, Los Angeles County, California","ACSSF","ca","140","00","0005375",,,,,"06","037",,,"320202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320202","Census Tract 3202.02",,,,3149,2843,2386,457,83,0,6,70,60,87,90.28,75.77,14.51,2.64,0,0.19,2.22,1.91,2.76,424,360,0,14,13,0,37,0,24,387,84.91,0,3.3,3.07,0,8.73,0,5.66,91.27,1412,780,0,25,13,0,363,231,1279,120,55.24,0,1.77,0.92,0,25.71,16.36,90.58,8.5,988,367,205,37.15,20.75,3149,683,546,53,48,28,0,8,21.69,17.34,1.68,1.52,0.89,0,0.25
"06037320300","Census Tract 3203, Los Angeles County, California","ACSSF","ca","140","00","0005376",,,,,"06","037",,,"320300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320300","Census Tract 3203",,,,2883,2654,2281,373,65,0,11,6,102,45,92.06,79.12,12.94,2.25,0,0.38,0.21,3.54,1.56,789,440,8,8,0,0,253,80,11,762,55.77,1.01,1.01,0,0,32.07,10.14,1.39,96.58,1936,981,8,43,27,0,641,236,1808,85,50.67,0.41,2.22,1.39,0,33.11,12.19,93.39,4.39,1147,441,219,38.45,19.09,2877,1263,956,152,45,0,92,18,43.9,33.23,5.28,1.56,0,3.2,0.63
"06037400205","Census Tract 4002.05, Los Angeles County, California","ACSSF","ca","140","00","0005377",,,,,"06","037",,,"400205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400205","Census Tract 4002.05",,,,1038,716,676,40,19,0,0,0,22,281,68.98,65.13,3.85,1.83,0,0,0,2.12,27.07,72,63,0,0,0,0,0,9,51,21,87.5,0,0,0,0,0,12.5,70.83,29.17,839,454,60,0,206,0,72,47,125,399,54.11,7.15,0,24.55,0,8.58,5.6,14.9,47.56,767,261,153,34.03,19.95,1038,82,52,0,0,0,0,30,7.9,5.01,0,0,0,0,2.89
"06037400206","Census Tract 4002.06, Los Angeles County, California","ACSSF","ca","140","00","0005378",,,,,"06","037",,,"400206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400206","Census Tract 4002.06",,,,2770,2127,1936,191,119,0,0,0,70,454,76.79,69.89,6.9,4.3,0,0,0,2.53,16.39,147,93,27,0,18,0,9,0,80,22,63.27,18.37,0,12.24,0,6.12,0,54.42,14.97,1781,1211,54,0,270,17,174,55,363,1059,68,3.03,0,15.16,0.95,9.77,3.09,20.38,59.46,1634,382,161,23.38,9.85,2769,266,191,0,0,0,0,75,9.61,6.9,0,0,0,0,2.71
"06037400207","Census Tract 4002.07, Los Angeles County, California","ACSSF","ca","140","00","0005379",,,,,"06","037",,,"400207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400207","Census Tract 4002.07",,,,2124,1737,1389,348,84,0,0,2,16,285,81.78,65.4,16.38,3.95,0,0,0.09,0.75,13.42,117,94,23,0,0,0,0,0,75,19,80.34,19.66,0,0,0,0,0,64.1,16.24,1474,1139,37,29,186,0,36,47,325,908,77.27,2.51,1.97,12.62,0,2.44,3.19,22.05,61.6,1357,428,130,31.54,9.58,2122,112,97,0,0,0,0,15,5.28,4.57,0,0,0,0,0.71
"06037400208","Census Tract 4002.08, Los Angeles County, California","ACSSF","ca","140","00","0005380",,,,,"06","037",,,"400208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400208","Census Tract 4002.08",,,,462,321,272,49,46,0,0,0,0,95,69.48,58.87,10.61,9.96,0,0,0,0,20.56,74,58,0,0,0,0,0,16,58,0,78.38,0,0,0,0,0,21.62,78.38,0,490,373,0,0,67,0,34,16,88,319,76.12,0,0,13.67,0,6.94,3.27,17.96,65.1,416,127,33,30.53,7.93,462,68,22,0,46,0,0,0,14.72,4.76,0,9.96,0,0,0
"06037400209","Census Tract 4002.09, Los Angeles County, California","ACSSF","ca","140","00","0005381",,,,,"06","037",,,"400209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400209","Census Tract 4002.09",,,,2365,1654,1535,119,29,0,0,0,0,682,69.94,64.9,5.03,1.23,0,0,0,0,28.84,101,47,21,0,0,0,33,0,47,33,46.53,20.79,0,0,0,32.67,0,46.53,32.67,1620,1150,128,19,106,0,56,161,284,1048,70.99,7.9,1.17,6.54,0,3.46,9.94,17.53,64.69,1519,536,260,35.29,17.12,2365,181,128,0,0,0,0,53,7.65,5.41,0,0,0,0,2.24
"06037400304","Census Tract 4003.04, Los Angeles County, California","ACSSF","ca","140","00","0005382",,,,,"06","037",,,"400304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400304","Census Tract 4003.04",,,,3885,3413,2924,489,2,25,0,17,0,428,87.85,75.26,12.59,0.05,0.64,0,0.44,0,11.02,1414,733,34,17,184,85,115,246,531,445,51.84,2.4,1.2,13.01,6.01,8.13,17.4,37.55,31.47,2777,1691,34,17,485,85,144,321,811,1188,60.89,1.22,0.61,17.46,3.06,5.19,11.56,29.2,42.78,1363,292,232,21.42,17.02,3883,1879,1334,233,0,17,15,280,48.39,34.35,6,0,0.44,0.39,7.21
"06037400402","Census Tract 4004.02, Los Angeles County, California","ACSSF","ca","140","00","0005383",,,,,"06","037",,,"400402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400402","Census Tract 4004.02",,,,2100,1611,1463,148,92,0,0,10,18,369,76.71,69.67,7.05,4.38,0,0,0.48,0.86,17.57,383,237,41,0,46,0,6,53,229,67,61.88,10.7,0,12.01,0,1.57,13.84,59.79,17.49,1328,962,44,0,172,0,46,104,231,870,72.44,3.31,0,12.95,0,3.46,7.83,17.39,65.51,945,328,125,34.71,13.23,2094,573,319,65,21,10,18,140,27.36,15.23,3.1,1,0.48,0.86,6.69
"06037400403","Census Tract 4004.03, Los Angeles County, California","ACSSF","ca","140","00","0005384",,,,,"06","037",,,"400403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400403","Census Tract 4004.03",,,,2038,1812,1642,170,44,9,0,0,0,173,88.91,80.57,8.34,2.16,0.44,0,0,0,8.49,509,233,79,0,48,0,37,112,157,225,45.78,15.52,0,9.43,0,7.27,22,30.84,44.2,1386,914,85,11,106,0,97,173,479,711,65.95,6.13,0.79,7.65,0,7,12.48,34.56,51.3,877,237,144,27.02,16.42,2037,756,588,105,35,0,0,28,37.11,28.87,5.15,1.72,0,0,1.37
"06037400404","Census Tract 4004.04, Los Angeles County, California","ACSSF","ca","140","00","0005385",,,,,"06","037",,,"400404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400404","Census Tract 4004.04",,,,1934,1467,1358,109,73,21,8,10,48,307,75.85,70.22,5.64,3.77,1.09,0.41,0.52,2.48,15.87,80,64,0,0,6,0,0,10,48,16,80,0,0,7.5,0,0,12.5,60,20,1394,1165,0,9,142,0,32,46,164,1010,83.57,0,0.65,10.19,0,2.3,3.3,11.76,72.45,1314,425,186,32.34,14.16,1931,184,103,0,0,10,0,71,9.53,5.33,0,0,0.52,0,3.68
"06037400501","Census Tract 4005.01, Los Angeles County, California","ACSSF","ca","140","00","0005386",,,,,"06","037",,,"400501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400501","Census Tract 4005.01",,,,926,814,776,38,11,0,0,24,6,71,87.9,83.8,4.1,1.19,0,0,2.59,0.65,7.67,41,22,0,0,0,0,19,0,22,19,53.66,0,0,0,0,46.34,0,53.66,46.34,683,508,4,0,100,14,19,38,79,471,74.38,0.59,0,14.64,2.05,2.78,5.56,11.57,68.96,642,218,169,33.96,26.32,921,70,70,0,0,0,0,0,7.6,7.6,0,0,0,0,0
"06037400602","Census Tract 4006.02, Los Angeles County, California","ACSSF","ca","140","00","0005387",,,,,"06","037",,,"400602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400602","Census Tract 4006.02",,,,2370,2047,1873,174,124,0,7,38,0,154,86.37,79.03,7.34,5.23,0,0.3,1.6,0,6.5,698,349,16,5,29,0,188,111,85,568,50,2.29,0.72,4.15,0,26.93,15.9,12.18,81.38,1356,782,16,5,94,0,235,224,969,277,57.67,1.18,0.37,6.93,0,17.33,16.52,71.46,20.43,658,254,94,38.6,14.29,2370,1390,1095,73,73,38,0,111,58.65,46.2,3.08,3.08,1.6,0,4.68
"06037400603","Census Tract 4006.03, Los Angeles County, California","ACSSF","ca","140","00","0005388",,,,,"06","037",,,"400603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400603","Census Tract 4006.03",,,,2454,2129,1862,267,68,0,7,16,21,213,86.76,75.88,10.88,2.77,0,0.29,0.65,0.86,8.68,690,319,65,24,67,0,74,141,204,328,46.23,9.42,3.48,9.71,0,10.72,20.43,29.57,47.54,1744,939,84,24,268,26,166,237,713,628,53.84,4.82,1.38,15.37,1.49,9.52,13.59,40.88,36.01,1054,311,91,29.51,8.63,2454,833,618,81,0,16,7,111,33.94,25.18,3.3,0,0.65,0.29,4.52
"06037400605","Census Tract 4006.05, Los Angeles County, California","ACSSF","ca","140","00","0005389",,,,,"06","037",,,"400605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400605","Census Tract 4006.05",,,,3748,2644,2379,265,170,0,76,494,50,314,70.54,63.47,7.07,4.54,0,2.03,13.18,1.33,8.38,453,247,0,6,53,0,90,57,153,247,54.53,0,1.32,11.7,0,19.87,12.58,33.77,54.53,2221,886,65,6,797,0,169,298,743,629,39.89,2.93,0.27,35.88,0,7.61,13.42,33.45,28.32,1768,735,171,41.57,9.67,2784,677,519,68,10,12,14,54,24.32,18.64,2.44,0.36,0.43,0.5,1.94
