geoid,population,heat_days,heat_perc,FIPS,FIPS_2,nation,state,county,countysubdivision,censustract,place,congressionaldistrict116th,statelegislativedistrictuppercha,statelegislativedistrictlowercha,metropolitanstatisticalareamicro,combinedstatisticalarea,tot_housing,housing_occupied,housing_vacant,tot_pop,tot_white,tot_bla,tot_native,tot_asian,tot_haw,tot_other,tot_twomore,_merge2
06037237101,4409,19.799999,22.35981,06037237101,6037237101,0,6,37,,237101,,,,,,,1132,1087,45,4144,287,920,118,52,2,2184,581,Matched (3)
06037237102,3407,19.799999,22.35981,06037237102,6037237102,0,6,37,,237102,,,,,,,991,962,29,3625,224,754,133,14,13,2012,475,Matched (3)
06037237201,3814,19.799999,22.35981,06037237201,6037237201,0,6,37,,237201,,,,,,,960,932,28,3546,304,715,137,22,1,1819,548,Matched (3)
06037237202,4556,19.833334,22.687027,06037237202,6037237202,0,6,37,,237202,,,,,,,1330,1250,80,4414,365,1365,94,29,3,1940,618,Matched (3)
06037237300,5311,19.833334,22.687027,06037237300,6037237300,0,6,37,,237300,,,,,,,1824,1770,54,5531,441,2614,114,44,6,1684,628,Matched (3)
06037237401,4217,19.799999,22.35981,06037237401,6037237401,0,6,37,,237401,,,,,,,1050,1026,24,3765,320,1001,147,25,8,1884,380,Matched (3)
06037237402,3335,19.799999,22.35981,06037237402,6037237402,0,6,37,,237402,,,,,,,1016,986,30,3640,213,1109,124,20,2,1735,437,Matched (3)
06037237500,2922,19.799999,22.35981,06037237500,6037237500,0,6,37,,237500,,,,,,,840,799,41,2856,222,531,67,5,0,1673,358,Matched (3)
06037237600,4101,19.799999,22.35981,06037237600,6037237600,0,6,37,,237600,,,,,,,1203,1162,41,4112,329,742,101,20,7,2488,425,Matched (3)
06037237710,4410,19.799999,22.35981,06037237710,6037237710,0,6,37,,237710,,,,,,,1159,1120,39,3992,295,948,50,27,5,2272,395,Matched (3)
06037237720,3707,19.799999,22.35981,06037237720,6037237720,0,6,37,,237720,,,,,,,943,913,30,3470,199,703,35,10,30,2110,383,Matched (3)
06037237800,3796,19.799999,22.35981,06037237800,6037237800,0,6,37,,237800,,,,,,,1323,1260,63,4335,268,1887,89,45,13,1600,433,Matched (3)
06037237900,4405,19.833334,22.687027,06037237900,6037237900,0,6,37,,237900,,,,,,,1334,1275,59,3726,200,2321,37,40,4,769,355,Matched (3)
06037238000,6174,19.833334,22.687027,06037238000,6037238000,0,6,37,,238000,,,,,,,2173,2089,84,5969,231,4026,69,46,21,1075,501,Matched (3)
06037238100,5163,19.833334,22.687027,06037238100,6037238100,0,6,37,,238100,,,,,,,1775,1693,82,4683,222,3028,68,38,9,920,398,Matched (3)
06037238200,5565,19.799999,22.35981,06037238200,6037238200,0,6,37,,238200,,,,,,,2246,2121,125,5848,211,3666,57,42,21,1301,550,Matched (3)
06037238310,5002,19.799999,22.35981,06037238310,6037238310,0,6,37,,238310,,,,,,,1423,1390,33,5087,274,1267,93,15,3,2835,600,Matched (3)
06037238320,3804,19.799999,22.35981,06037238320,6037238320,0,6,37,,238320,,,,,,,1204,1155,49,3975,313,1136,73,21,2,2033,397,Matched (3)
06037238400,4694,19.833334,22.687027,06037238400,6037238400,0,6,37,,238400,,,,,,,1806,1722,84,4632,205,3118,52,39,4,745,469,Matched (3)
06037239201,3753,19.799999,22.35981,06037239201,6037239201,0,6,37,,239201,,,,,,,924,893,31,3819,336,497,121,18,5,2276,566,Matched (3)
06037239202,5999,19.799999,22.35981,06037239202,6037239202,0,6,37,,239202,,,,,,,1158,1114,44,5013,410,636,135,11,10,3133,678,Matched (3)
06037239310,4501,19.799999,22.35981,06037239310,6037239310,0,6,37,,239310,,,,,,,1055,1007,48,4031,390,578,93,24,4,2382,560,Matched (3)
06037239320,4086,19.799999,22.35981,06037239320,6037239320,0,6,37,,239320,,,,,,,831,809,22,3441,247,404,110,20,2,2207,451,Matched (3)
06037239330,2458,19.799999,22.35981,06037239330,6037239330,0,6,37,,239330,,,,,,,705,685,20,2979,338,274,82,7,0,1772,506,Matched (3)
06037239501,3729,19.799999,22.35981,06037239501,6037239501,0,6,37,,239501,,,,,,,979,950,29,3835,397,710,122,40,6,2090,470,Matched (3)
06037239502,4016,19.799999,22.35981,06037239502,6037239502,0,6,37,,239502,,,,,,,889,867,22,3697,356,659,83,19,1,2116,463,Matched (3)
06037239601,3682,19.799999,22.35981,06037239601,6037239601,0,6,37,,239601,,,,,,,938,903,35,3631,381,640,86,26,10,2084,404,Matched (3)
06037239602,4016,19.799999,22.35981,06037239602,6037239602,0,6,37,,239602,,,,,,,916,878,38,3487,300,606,102,18,1,1965,495,Matched (3)
06037239701,5134,19.799999,22.35981,06037239701,6037239701,0,6,37,,239701,,,,,,,1089,1049,40,4415,366,871,128,14,0,2054,982,Matched (3)
06037239702,4334,19.799999,22.35981,06037239702,6037239702,0,6,37,,239702,,,,,,,1074,1039,35,4224,383,1069,74,15,3,2041,639,Matched (3)
06037239801,3705,19.799999,22.35981,06037239801,6037239801,0,6,37,,239801,,,,,,,934,902,32,3873,292,815,147,9,1,2122,487,Matched (3)
06037239802,5461,19.799999,22.35981,06037239802,6037239802,0,6,37,,239802,,,,,,,1340,1288,52,5103,425,1084,134,24,2,2790,644,Matched (3)
06037240010,3737,19.799999,22.35981,06037240010,6037240010,0,6,37,,240010,,,,,,,1029,991,38,3818,318,801,78,20,11,2159,431,Matched (3)
06037240020,5223,19.799999,22.35981,06037240020,6037240020,0,6,37,,240020,,,,,,,1310,1256,54,5294,451,1022,132,10,8,3080,591,Matched (3)
06037240200,5159,19.799999,22.35981,06037240200,6037240200,0,6,37,,240200,,,,,,,1472,1419,53,5910,469,1332,105,18,18,3097,871,Matched (3)
06037240401,6379,19.799999,22.35981,06037240401,6037240401,0,6,37,,240401,,,,,,,1485,1425,60,5493,379,1289,116,53,2,3172,482,Matched (3)
06037240402,3763,19.799999,22.35981,06037240402,6037240402,0,6,37,,240402,,,,,,,1132,1087,45,3856,253,1290,83,51,6,1764,409,Matched (3)
06037240500,7326,19.799999,22.35981,06037240500,6037240500,0,6,37,,240500,,,,,,,1696,1628,68,6505,488,1885,158,26,0,3308,640,Matched (3)
06037240600,6167,19.799999,22.35981,06037240600,6037240600,0,6,37,,240600,,,,,,,1362,1313,49,5457,446,1398,102,22,14,2885,590,Matched (3)
06037240700,6596,19.799999,22.35981,06037240700,6037240700,0,6,37,,240700,,,,,,,1647,1609,38,6573,471,1578,148,57,14,3341,964,Matched (3)
06037240800,4341,20.233334,22.924419,06037240800,6037240800,0,6,37,,240800,,,,,,,1110,1061,49,4438,341,1174,134,33,4,2166,586,Matched (3)
06037241001,4197,12.716666,15.449762,06037241001,6037241001,0,6,37,,241001,,,,,,,1184,1148,36,4525,367,1320,96,12,12,2187,531,Matched (3)
06037241002,4144,12.716666,15.449762,06037241002,6037241002,0,6,37,,241002,,,,,,,1036,999,37,3941,304,1316,96,9,0,1813,403,Matched (3)
06037241110,3356,20.233334,22.924419,06037241110,6037241110,0,6,37,,241110,,,,,,,802,783,19,3295,218,871,45,1,1,1786,373,Matched (3)
06037241120,5146,20.233334,22.924419,06037241120,6037241120,0,6,37,,241120,,,,,,,1299,1246,53,4902,475,1181,105,23,2,2561,555,Matched (3)
06037241201,3015,19.799999,22.35981,06037241201,6037241201,0,6,37,,241201,,,,,,,894,847,47,3105,190,1111,87,7,3,1374,333,Matched (3)
06037241202,5776,20.233334,22.924419,06037241202,6037241202,0,6,37,,241202,,,,,,,1585,1512,73,5148,398,1860,86,42,40,2143,579,Matched (3)
06037241300,2480,12.716666,15.449762,06037241300,6037241300,0,6,37,,241300,,,,,,,709,690,19,2262,124,901,64,12,3,915,243,Matched (3)
06037241400,3785,12.716666,15.449762,06037241400,6037241400,0,6,37,,241400,,,,,,,980,927,53,3612,273,1043,63,32,13,1647,541,Matched (3)
06037242000,4189,44.391666,36.93058,06037242000,6037242000,0,6,37,,242000,,,,,,,1176,1152,24,4459,386,1173,79,30,7,2224,560,Matched (3)
06037242100,2852,44.299999,36.43013,06037242100,6037242100,0,6,37,,242100,,,,,,,755,684,71,2497,216,839,20,9,3,1070,340,Matched (3)
06037242300,4952,44.299999,36.43013,06037242300,6037242300,0,6,37,,242300,,,,,,,1218,1180,38,4958,411,1192,102,13,7,2516,717,Matched (3)
06037242600,4756,24.466667,25.272678,06037242600,6037242600,0,6,37,,242600,,,,,,,1409,1390,19,4794,391,1557,85,13,7,2186,555,Matched (3)
06037242700,6035,44.375,36.872833,06037242700,6037242700,0,6,37,,242700,,,,,,,1292,1258,34,5932,476,1175,105,23,3,3371,779,Matched (3)
06037243100,6772,44.375,36.872833,06037243100,6037243100,0,6,37,,243100,,,,,,,1506,1450,56,5692,484,1555,120,35,5,2774,719,Matched (3)
06037261102,3520,83.64167,51.604004,06037261102,6037261102,0,6,37,,261102,,,,,,,1854,1622,232,4072,3297,91,3,262,0,87,332,Matched (3)
06037261200,4182,83.64167,51.604004,06037261200,6037261200,0,6,37,,261200,,,,,,,1863,1728,135,4329,3362,55,10,407,0,92,403,Matched (3)
06037262100,2678,77.949997,49.031181,06037262100,6037262100,0,6,37,,262100,,,,,,,1431,1227,204,3195,2548,48,3,271,3,76,246,Matched (3)
06037262200,4405,77.875,49.011932,06037262200,6037262200,0,6,37,,262200,,,,,,,1939,1803,136,4553,3411,113,0,482,3,110,434,Matched (3)
06037262301,2748,124.63333,74.61824,06037262301,6037262301,0,6,37,,262301,,,,,,,953,897,56,2778,2033,68,11,367,3,119,177,Matched (3)
06037262302,2845,11.85,15.007058,06037262302,6037262302,0,6,37,,262302,,,,,,,1255,1162,93,2870,2371,29,5,171,0,65,229,Matched (3)
06037262303,3038,11.85,15.007058,06037262303,6037262303,0,6,37,,262303,,,,,,,1251,1132,119,3157,2624,49,0,196,3,52,233,Matched (3)
06037262400,3059,124.48333,74.41935,06037262400,6037262400,0,6,37,,262400,,,,,,,1301,1183,118,3242,2687,44,4,202,1,41,263,Matched (3)
06037262501,3785,6.0666666,4.8120108,06037262501,6037262501,0,6,37,,262501,,,,,,,1457,1361,96,3741,3184,24,1,165,2,47,318,Matched (3)
06037262601,3539,45.283333,37.392532,06037262601,6037262601,0,6,37,,262601,,,,,,,1481,1410,71,3783,3004,29,2,368,7,41,332,Matched (3)
06037262604,5523,21.083334,23.623764,06037262604,6037262604,0,6,37,,262604,,,,,,,2689,2442,247,6116,4959,50,14,461,5,86,541,Matched (3)
06037262704,3561,6.0666666,4.8120108,06037262704,6037262704,0,6,37,,262704,,,,,,,1835,1664,171,3651,2917,47,11,212,3,85,376,Matched (3)
06037262706,3571,6.0666666,4.8120108,06037262706,6037262706,0,6,37,,262706,,,,,,,1413,1315,98,3537,2971,17,7,176,3,48,315,Matched (3)
06037262802,3424,6.3000002,4.9852428,06037262802,6037262802,0,6,37,,262802,,,,,,,1740,1581,159,3907,3318,25,9,187,2,56,310,Matched (3)
06037264000,3069,11.85,15.007058,06037264000,6037264000,0,6,37,,264000,,,,,,,1379,1300,79,3284,2777,14,1,168,1,38,285,Matched (3)
06037264102,2998,11.85,15.007058,06037264102,6037264102,0,6,37,,264102,,,,,,,1851,1715,136,3064,2290,50,3,336,3,80,302,Matched (3)
06037264103,2658,4.6083331,3.6058002,06037264103,6037264103,0,6,37,,264103,,,,,,,1617,1517,100,2605,1957,43,4,277,5,55,264,Matched (3)
06037265100,2454,13.616667,17.182087,06037265100,6037265100,0,6,37,,265100,,,,,,,1663,1501,162,2835,2402,45,3,178,0,56,151,Matched (3)
06037265201,2567,14.558333,17.785191,06037265201,6037265201,0,6,37,,265201,,,,,,,1121,936,185,2108,1571,32,0,283,0,55,167,Matched (3)
06037265303,5156,11.608334,14.84024,06037265303,6037265303,0,6,37,,265303,,,,,,,1936,1585,351,4012,1542,110,44,1541,9,293,473,Matched (3)
06037265304,2878,11.608334,14.84024,06037265304,6037265304,0,6,37,,265304,,,,,,,1072,915,157,3855,1649,170,27,1244,7,462,296,Matched (3)
06037265410,1495,11.85,15.007058,06037265410,6037265410,0,6,37,,265410,,,,,,,696,665,31,1592,1237,22,1,135,2,26,169,Matched (3)
06037265420,1838,11.608334,14.84024,06037265420,6037265420,0,6,37,,265420,,,,,,,826,755,71,1887,1391,44,4,252,1,25,170,Matched (3)
06037265601,3615,11.083333,14.320543,06037265601,6037265601,0,6,37,,265601,,,,,,,1528,1464,64,3140,2270,37,7,453,3,59,311,Matched (3)
06037265602,3044,14.333333,17.567047,06037265602,6037265602,0,6,37,,265602,,,,,,,1957,1701,256,3318,2537,38,6,364,1,61,311,Matched (3)
06037267300,4235,4.6083331,3.6058002,06037267300,6037267300,0,6,37,,267300,,,,,,,2387,2205,182,4408,2092,232,26,1164,10,466,418,Matched (3)
06037267403,3000,4.6083331,3.6058002,06037267403,6037267403,0,6,37,,267403,,,,,,,1870,1741,129,3093,1946,82,25,546,5,173,316,Matched (3)
06037267404,3475,4.6083331,3.6058002,06037267404,6037267404,0,6,37,,267404,,,,,,,2233,1940,293,3403,2146,124,14,543,12,196,368,Matched (3)
06037267502,3632,4.6083331,3.6058002,06037267502,6037267502,0,6,37,,267502,,,,,,,1758,1603,155,3217,1686,71,39,631,3,422,365,Matched (3)
06037267600,2916,4.6083331,3.6058002,06037267600,6037267600,0,6,37,,267600,,,,,,,1368,1239,129,2709,1353,61,44,672,1,245,333,Matched (3)
06037267700,3276,4.6083331,3.6058002,06037267700,6037267700,0,6,37,,267700,,,,,,,2097,1937,160,3834,1627,109,23,1293,5,319,458,Matched (3)
06037267800,2666,11.083333,14.320543,06037267800,6037267800,0,6,37,,267800,,,,,,,1786,1259,527,3034,1890,54,0,582,5,100,403,Matched (3)
06037267901,2428,14.175,17.310406,06037267901,6037267901,0,6,37,,267901,,,,,,,2681,1999,682,3293,2566,50,2,439,5,71,160,Matched (3)
06037267902,3365,10.691667,13.47363,06037267902,6037267902,0,6,37,,267902,,,,,,,1852,1735,117,4002,2782,123,8,580,4,99,406,Matched (3)
06037269000,4813,10.691667,13.47363,06037269000,6037269000,0,6,37,,269000,,,,,,,2343,2211,132,5492,4127,141,25,472,4,209,514,Matched (3)
06037269100,4274,10.691667,13.47363,06037269100,6037269100,0,6,37,,269100,,,,,,,2093,1938,155,4752,3960,70,9,178,2,138,395,Matched (3)
06037269300,3840,10.691667,13.47363,06037269300,6037269300,0,6,37,,269300,,,,,,,1558,1493,65,4096,3016,59,2,474,1,84,460,Matched (3)
06037269500,3797,10.691667,13.47363,06037269500,6037269500,0,6,37,,269500,,,,,,,1432,1371,61,4262,3528,47,4,275,3,93,312,Matched (3)
06037269601,3393,10.691667,13.47363,06037269601,6037269601,0,6,37,,269601,,,,,,,1088,1034,54,3122,759,419,93,134,1,1225,491,Matched (3)
06037269602,2865,10.691667,13.47363,06037269602,6037269602,0,6,37,,269602,,,,,,,1167,1093,74,2964,933,271,60,207,3,970,520,Matched (3)
06037269700,3546,10.691667,13.47363,06037269700,6037269700,0,6,37,,269700,,,,,,,1711,1620,91,4025,1844,359,53,429,6,717,617,Matched (3)
06037269800,3046,10.691667,13.47363,06037269800,6037269800,0,6,37,,269800,,,,,,,1691,1587,104,3386,1609,277,21,659,2,383,435,Matched (3)
06037269903,3421,10.691667,13.47363,06037269903,6037269903,0,6,37,,269903,,,,,,,2069,1837,232,3815,1584,233,75,981,19,534,389,Matched (3)
06037269905,2459,10.691667,13.47363,06037269905,6037269905,0,6,37,,269905,,,,,,,1640,1548,92,2661,1240,206,33,551,2,320,309,Matched (3)
06037269906,3158,10.691667,13.47363,06037269906,6037269906,0,6,37,,269906,,,,,,,1690,1612,78,3037,1409,222,32,649,5,383,337,Matched (3)
06037269907,2692,10.691667,13.47363,06037269907,6037269907,0,6,37,,269907,,,,,,,1481,1408,73,2671,1235,223,19,563,0,303,328,Matched (3)
06037270200,3226,16.25,19.806236,06037270200,6037270200,0,6,37,,270200,,,,,,,1363,1291,72,3487,1082,273,58,379,41,1116,538,Matched (3)
06037270300,2542,16.25,19.806236,06037270300,6037270300,0,6,37,,270300,,,,,,,1020,953,67,2651,818,707,24,295,4,465,338,Matched (3)
06037271100,2445,10.691667,13.47363,06037271100,6037271100,0,6,37,,271100,,,,,,,1030,972,58,2569,1405,82,15,481,8,205,373,Matched (3)
06037271200,2770,11.083333,14.320543,06037271200,6037271200,0,6,37,,271200,,,,,,,1397,1272,125,2592,1096,102,16,616,1,429,332,Matched (3)
06037271300,4395,11.083333,14.320543,06037271300,6037271300,0,6,37,,271300,,,,,,,2197,2089,108,4779,2588,122,11,983,10,351,714,Matched (3)
06037271400,3743,4.6083331,3.6058002,06037271400,6037271400,0,6,37,,271400,,,,,,,1376,1333,43,3482,2448,44,14,399,1,83,493,Matched (3)
06037271500,3187,11.083333,14.320543,06037271500,6037271500,0,6,37,,271500,,,,,,,1391,1325,66,3095,1960,62,22,478,3,133,437,Matched (3)
06037271600,4811,11.083333,14.320543,06037271600,6037271600,0,6,37,,271600,,,,,,,1678,1594,84,4826,2512,182,18,1389,10,275,440,Matched (3)
06037271702,3918,10.691667,13.47363,06037271702,6037271702,0,6,37,,271702,,,,,,,1791,1649,142,4527,1912,252,22,1613,11,338,379,Matched (3)
06037271801,3071,10.691667,13.47363,06037271801,6037271801,0,6,37,,271801,,,,,,,1835,1723,112,3666,1492,185,63,804,5,607,510,Matched (3)
06037271901,3245,10.691667,13.47363,06037271901,6037271901,0,6,37,,271901,,,,,,,1305,1214,91,2861,1389,135,29,528,7,397,376,Matched (3)
06037271902,4207,11.083333,14.320543,06037271902,6037271902,0,6,37,,271902,,,,,,,1821,1756,65,4044,2328,129,49,548,2,468,520,Matched (3)
06037272100,4578,11.175,14.55152,06037272100,6037272100,0,6,37,,272100,,,,,,,1839,1754,85,4332,2731,68,59,384,9,412,669,Matched (3)
06037272201,2390,11.375,14.622097,06037272201,6037272201,0,6,37,,272201,,,,,,,1202,1139,63,2394,1178,94,56,289,0,406,371,Matched (3)
06037272202,3359,11.408334,14.641344,06037272202,6037272202,0,6,37,,272202,,,,,,,1640,1549,91,3159,1665,86,71,315,8,532,482,Matched (3)
06037272301,3045,11.025,14.147311,06037272301,6037272301,0,6,37,,272301,,,,,,,1419,1346,73,3000,1613,144,56,393,14,396,384,Matched (3)
06037272302,4457,11.025,14.147311,06037272302,6037272302,0,6,37,,272302,,,,,,,2043,1943,100,3897,1783,157,116,374,5,944,518,Matched (3)
06037273100,2742,4.7666669,3.933017,06037273100,6037273100,0,6,37,,273100,,,,,,,1701,1592,109,3597,2522,88,29,236,4,238,480,Matched (3)
06037273200,3229,4.7666669,3.933017,06037273200,6037273200,0,6,37,,273200,,,,,,,1788,1602,186,3596,1997,343,90,130,15,575,446,Matched (3)
06037273300,2915,4.7666669,3.933017,06037273300,6037273300,0,6,37,,273300,,,,,,,1813,1645,168,3477,1891,403,60,142,4,590,387,Matched (3)
06037273502,2861,3.2750001,2.1301167,06037273502,6037273502,0,6,37,,273502,,,,,,,1926,1670,256,2680,2036,102,23,132,11,110,266,Matched (3)
06037273600,2375,3.2750001,2.1301167,06037273600,6037273600,0,6,37,,273600,,,,,,,1165,1029,136,2189,1639,37,10,95,0,134,274,Matched (3)
06037273700,2895,4.7666669,3.933017,06037273700,6037273700,0,6,37,,273700,,,,,,,1272,1207,65,2748,1903,50,22,141,4,265,363,Matched (3)
06037273800,2872,3.2750001,2.1301167,06037273800,6037273800,0,6,37,,273800,,,,,,,1614,1497,117,2933,2053,64,26,188,0,206,396,Matched (3)
06037273902,4221,3.2750001,2.1301167,06037273902,6037273902,0,6,37,,273902,,,,,,,2587,2248,339,4278,3269,106,15,202,5,188,493,Matched (3)
06037274100,4838,3.2750001,2.1301167,06037274100,6037274100,0,6,37,,274100,,,,,,,2888,2575,313,4824,3250,278,16,569,7,197,507,Matched (3)
06037274202,4284,3.2750001,2.1301167,06037274202,6037274202,0,6,37,,274202,,,,,,,3045,2700,345,4903,3722,204,10,326,0,150,491,Matched (3)
06037275102,4338,11.025,14.147311,06037275102,6037275102,0,6,37,,275102,,,,,,,1475,1397,78,3816,1193,100,89,440,9,1276,709,Matched (3)
06037275200,3751,8.4333334,8.3793144,06037275200,6037275200,0,6,37,,275200,,,,,,,1795,1701,94,3850,1642,219,83,425,1,904,576,Matched (3)
06037275311,5462,8.4333334,8.3793144,06037275311,6037275311,0,6,37,,275311,,,,,,,2359,2211,148,4955,2411,151,50,977,22,649,695,Matched (3)
06037275400,4069,8.6333332,9.0144997,06037275400,6037275400,0,6,37,,275400,,,,,,,2625,2311,314,4625,2820,188,35,680,4,316,582,Matched (3)
06037275500,5449,8.4333334,8.3793144,06037275500,6037275500,0,6,37,,275500,,,,,,,2048,1950,98,5307,1305,473,83,444,16,1979,1007,Matched (3)
06037275603,2537,8.4333334,8.3793144,06037275603,6037275603,0,6,37,,275603,,,,,,,1219,1160,59,2731,1196,74,28,581,0,390,462,Matched (3)
06037276000,5657,8.4333334,8.3793144,06037276000,6037276000,0,6,37,,276000,,,,,,,3314,2989,325,6674,3758,375,42,1061,20,371,1047,Matched (3)
06037276400,4071,8.4333334,8.3793144,06037276400,6037276400,0,6,37,,276400,,,,,,,1578,1515,63,4099,2797,114,8,507,8,112,553,Matched (3)
06037276601,4115,8.6333332,9.0144997,06037276601,6037276601,0,6,37,,276601,,,,,,,1817,1747,70,4058,2544,224,17,556,10,157,550,Matched (3)
06037277000,5566,8.4333334,8.3793144,06037277000,6037277000,0,6,37,,277000,,,,,,,2241,2157,84,5637,3568,242,26,770,7,197,827,Matched (3)
06037277100,3100,9.0500002,10.239959,06037277100,6037277100,0,6,37,,277100,,,,,,,1154,1109,45,3017,1584,111,27,456,21,245,573,Matched (3)
06037277200,2196,8.4333334,8.3793144,06037277200,6037277200,0,6,37,,277200,,,,,,,1210,952,258,1969,537,581,11,231,19,281,309,Matched (3)
06037277400,909,9.0500002,10.239959,06037277400,6037277400,0,6,37,,277400,,,,,,,2,1,1,3,0,0,0,0,0,0,3,Matched (3)
06037278001,2508,8.4333334,8.3793144,06037278001,6037278001,0,6,37,,278001,,,,,,,1168,1094,74,2687,1270,235,25,376,19,291,471,Matched (3)
06037278102,3088,8.6333332,9.0144997,06037278102,6037278102,0,6,37,,278102,,,,,,,1611,1450,161,2958,2174,103,7,175,1,116,382,Matched (3)
06037291110,4391,12.716666,15.449762,06037291110,6037291110,0,6,37,,291110,,,,,,,1377,1322,55,4213,309,1913,23,59,7,1434,468,Matched (3)
06037291120,2407,12.716666,15.449762,06037291120,6037291120,0,6,37,,291120,,,,,,,629,613,16,2037,139,596,51,55,1,962,233,Matched (3)
06037291130,3626,12.716666,15.449762,06037291130,6037291130,0,6,37,,291130,,,,,,,994,971,23,3454,377,591,78,406,5,1437,560,Matched (3)
06037291210,5768,12.716666,15.449762,06037291210,6037291210,0,6,37,,291210,,,,,,,1568,1509,59,5162,697,695,86,859,26,1996,803,Matched (3)
06037291220,3640,15.675,18.72193,06037291220,6037291220,0,6,37,,291220,,,,,,,1031,1005,26,3255,332,386,38,591,7,1408,493,Matched (3)
06037291300,3037,14.908334,18.170153,06037291300,6037291300,0,6,37,,291300,,,,,,,1079,1059,20,2839,439,301,18,1208,22,382,469,Matched (3)
06037293301,3108,16.375,20.133453,06037293301,6037293301,0,6,37,,293301,,,,,,,1077,1052,25,2793,760,160,22,1193,15,286,357,Matched (3)
06037293302,5082,15.8,18.901577,06037293302,6037293302,0,6,37,,293302,,,,,,,1681,1633,48,4809,1277,315,70,1279,69,1075,724,Matched (3)
06037293304,4832,15.8,18.901577,06037293304,6037293304,0,6,37,,293304,,,,,,,1477,1422,55,4150,913,302,85,555,34,1564,697,Matched (3)
