geoid,population,heat_days,heat_perc,FIPS,FIPS_2,nation,state,county,countysubdivision,censustract,place,congressionaldistrict116th,statelegislativedistrictuppercha,statelegislativedistrictlowercha,metropolitanstatisticalareamicro,combinedstatisticalarea,tot_housing,housing_occupied,housing_vacant,tot_pop,tot_white,tot_bla,tot_native,tot_asian,tot_haw,tot_other,tot_twomore,_merge2
06037208904,3978,36.275002,31.34223,06037208904,6037208904,0,6,37,,208904,,,,,,,1342,1306,36,3882,370,146,341,338,3,2239,445,Matched (3)
06037209103,3679,36.275002,31.34223,06037209103,6037209103,0,6,37,,209103,,,,,,,1025,962,63,3079,296,132,236,58,0,1894,463,Matched (3)
06037209104,2560,36.275002,31.34223,06037209104,6037209104,0,6,37,,209104,,,,,,,937,904,33,2380,337,183,117,157,1,1316,269,Matched (3)
06037209300,4885,36.275002,31.34223,06037209300,6037209300,0,6,37,,209300,,,,,,,2472,2129,343,4712,877,372,183,740,1,1863,676,Matched (3)
06037209401,4472,36.275002,31.34223,06037209401,6037209401,0,6,37,,209401,,,,,,,1586,1488,98,4163,556,366,165,628,2,1926,520,Matched (3)
06037209402,3963,36.275002,31.34223,06037209402,6037209402,0,6,37,,209402,,,,,,,1299,1211,88,4056,360,177,311,167,1,2324,716,Matched (3)
06037209403,4148,36.275002,31.34223,06037209403,6037209403,0,6,37,,209403,,,,,,,1401,1345,56,3850,450,298,254,652,0,1761,435,Matched (3)
06037209510,3076,36.275002,31.34223,06037209510,6037209510,0,6,37,,209510,,,,,,,1075,1005,70,2813,285,160,90,619,2,1345,312,Matched (3)
06037209520,2797,36.275002,31.34223,06037209520,6037209520,0,6,37,,209520,,,,,,,988,938,50,2648,296,108,125,228,2,1515,374,Matched (3)
06037209810,2594,36.275002,31.34223,06037209810,6037209810,0,6,37,,209810,,,,,,,786,760,26,2385,403,146,93,263,6,1201,273,Matched (3)
06037209820,3073,36.275002,31.34223,06037209820,6037209820,0,6,37,,209820,,,,,,,924,872,52,2732,318,106,104,188,2,1571,443,Matched (3)
06037210010,3561,36.275002,31.34223,06037210010,6037210010,0,6,37,,210010,,,,,,,1272,1217,55,3190,390,114,127,469,0,1635,455,Matched (3)
06037211000,5124,29.875,28.224049,06037211000,6037211000,0,6,37,,211000,,,,,,,2358,2175,183,5268,3036,269,6,1263,4,147,543,Matched (3)
06037211121,2253,58.758335,43.564735,06037211121,6037211121,0,6,37,,211121,,,,,,,1081,1016,65,2431,443,201,70,695,1,765,256,Matched (3)
06037211122,3163,58.758335,43.564735,06037211122,6037211122,0,6,37,,211122,,,,,,,1479,1368,111,2877,678,242,33,870,3,737,314,Matched (3)
06037211201,2562,58.758335,43.564735,06037211201,6037211201,0,6,37,,211201,,,,,,,961,913,48,2538,459,79,78,429,3,1200,290,Matched (3)
06037211202,2239,58.758335,43.564735,06037211202,6037211202,0,6,37,,211202,,,,,,,1145,1086,59,2693,487,94,59,597,0,1098,358,Matched (3)
06037211310,3873,58.758335,43.564735,06037211310,6037211310,0,6,37,,211310,,,,,,,1459,1358,101,3603,472,103,146,687,4,1749,442,Matched (3)
06037211320,3337,58.758335,43.564735,06037211320,6037211320,0,6,37,,211320,,,,,,,1324,1242,82,2899,545,169,57,709,4,1047,368,Matched (3)
06037211410,2736,58.758335,43.564735,06037211410,6037211410,0,6,37,,211410,,,,,,,1231,1162,69,2956,335,104,55,1470,0,754,238,Matched (3)
06037211420,3573,58.758335,43.564735,06037211420,6037211420,0,6,37,,211420,,,,,,,1402,1338,64,3479,654,146,84,1221,2,1029,343,Matched (3)
06037211500,4175,58.791668,44.026691,06037211500,6037211500,0,6,37,,211500,,,,,,,1882,1778,104,4230,1724,151,46,1357,1,539,412,Matched (3)
06037211701,2596,29.875,28.224049,06037211701,6037211701,0,6,37,,211701,,,,,,,1245,1150,95,2733,989,120,11,1314,2,154,143,Matched (3)
06037211703,4841,58.791668,44.026691,06037211703,6037211703,0,6,37,,211703,,,,,,,2197,2105,92,4716,602,208,76,2167,1,1246,416,Matched (3)
06037211704,2796,58.933334,44.232002,06037211704,6037211704,0,6,37,,211704,,,,,,,1781,1644,137,2941,541,174,17,1544,0,443,222,Matched (3)
06037211802,4682,58.891666,44.15501,06037211802,6037211802,0,6,37,,211802,,,,,,,2486,2393,93,4893,763,284,68,2302,2,1051,423,Matched (3)
06037211803,3701,58.758335,43.564735,06037211803,6037211803,0,6,37,,211803,,,,,,,1802,1730,72,3602,374,198,40,2336,0,430,224,Matched (3)
06037211804,3221,58.758335,43.564735,06037211804,6037211804,0,6,37,,211804,,,,,,,1433,1377,56,3247,290,121,58,1853,2,729,194,Matched (3)
06037211910,4371,58.758335,43.564735,06037211910,6037211910,0,6,37,,211910,,,,,,,1936,1815,121,4223,684,314,123,1129,4,1529,440,Matched (3)
06037211921,2521,58.758335,43.564735,06037211921,6037211921,0,6,37,,211921,,,,,,,1111,1062,49,2447,258,97,43,1034,0,755,260,Matched (3)
06037211922,3269,58.758335,43.564735,06037211922,6037211922,0,6,37,,211922,,,,,,,1509,1367,142,3182,472,241,63,1044,0,1007,355,Matched (3)
06037212101,3187,58.891666,44.15501,06037212101,6037212101,0,6,37,,212101,,,,,,,1805,1603,202,3146,480,179,30,1686,4,468,299,Matched (3)
06037212102,2291,58.891666,44.15501,06037212102,6037212102,0,6,37,,212102,,,,,,,1513,1407,106,2579,451,208,21,1188,0,495,216,Matched (3)
06037212202,3424,36.275002,31.34223,06037212202,6037212202,0,6,37,,212202,,,,,,,1266,1170,96,3364,366,156,87,626,3,1657,469,Matched (3)
06037212203,2914,36.275002,31.34223,06037212203,6037212203,0,6,37,,212203,,,,,,,1612,1508,104,3216,471,170,71,962,2,1209,331,Matched (3)
06037212204,3584,36.275002,31.34223,06037212204,6037212204,0,6,37,,212204,,,,,,,1427,1284,143,3227,336,209,131,486,9,1676,380,Matched (3)
06037212303,3837,36.275002,31.34223,06037212303,6037212303,0,6,37,,212303,,,,,,,1800,1679,121,3486,605,226,110,831,5,1286,423,Matched (3)
06037212304,1832,36.275002,31.34223,06037212304,6037212304,0,6,37,,212304,,,,,,,985,826,159,1738,339,114,70,283,3,703,226,Matched (3)
06037212305,3025,36.275002,31.34223,06037212305,6037212305,0,6,37,,212305,,,,,,,1043,978,65,2533,330,149,99,455,0,1148,352,Matched (3)
06037212306,3413,36.275002,31.34223,06037212306,6037212306,0,6,37,,212306,,,,,,,1220,1143,77,2793,275,88,55,1321,2,788,264,Matched (3)
06037212410,4318,36.275002,31.34223,06037212410,6037212410,0,6,37,,212410,,,,,,,1707,1556,151,3560,506,138,85,1437,3,1129,262,Matched (3)
06037212420,3517,36.275002,31.34223,06037212420,6037212420,0,6,37,,212420,,,,,,,1238,1172,66,2875,362,153,56,921,0,1037,346,Matched (3)
06037212501,1940,36.275002,31.34223,06037212501,6037212501,0,6,37,,212501,,,,,,,1060,980,80,1944,425,146,86,523,3,543,218,Matched (3)
06037212502,2810,36.275002,31.34223,06037212502,6037212502,0,6,37,,212502,,,,,,,1963,1752,211,3363,610,176,57,1557,8,673,282,Matched (3)
06037212610,4447,36.341667,31.913258,06037212610,6037212610,0,6,37,,212610,,,,,,,2033,1860,173,4049,623,178,51,2032,6,808,351,Matched (3)
06037212620,4087,36.341667,31.913258,06037212620,6037212620,0,6,37,,212620,,,,,,,1861,1786,75,4111,481,232,97,1822,3,1145,331,Matched (3)
06037212701,2276,16.075001,19.337868,06037212701,6037212701,0,6,37,,212701,,,,,,,899,846,53,2487,290,164,27,1341,2,465,198,Matched (3)
06037212702,3632,16.075001,19.337868,06037212702,6037212702,0,6,37,,212702,,,,,,,1562,1494,68,3687,940,299,48,1772,1,286,341,Matched (3)
06037212800,3543,16.075001,19.337868,06037212800,6037212800,0,6,37,,212800,,,,,,,1446,1384,62,4121,727,326,98,1066,2,1277,625,Matched (3)
06037212900,4067,16.075001,19.337868,06037212900,6037212900,0,6,37,,212900,,,,,,,1568,1494,74,3721,547,362,91,974,5,1387,355,Matched (3)
06037213100,3014,36.341667,31.913258,06037213100,6037213100,0,6,37,,213100,,,,,,,1010,974,36,2507,315,236,52,1230,1,489,184,Matched (3)
06037213201,3932,36.275002,31.34223,06037213201,6037213201,0,6,37,,213201,,,,,,,2061,1863,198,4330,361,166,121,2050,2,1278,352,Matched (3)
06037213202,3942,36.275002,31.34223,06037213202,6037213202,0,6,37,,213202,,,,,,,1410,1322,88,3679,395,205,159,1153,0,1376,391,Matched (3)
06037213310,3015,36.275002,31.34223,06037213310,6037213310,0,6,37,,213310,,,,,,,1233,1146,87,3323,401,57,136,1071,0,1312,346,Matched (3)
06037213320,2469,36.275002,31.34223,06037213320,6037213320,0,6,37,,213320,,,,,,,1145,1055,90,3006,334,197,82,898,3,1194,298,Matched (3)
06037213401,4859,36.275002,31.34223,06037213401,6037213401,0,6,37,,213401,,,,,,,1782,1718,64,4806,413,126,145,1101,7,2420,594,Matched (3)
06037213402,4857,36.275002,31.34223,06037213402,6037213402,0,6,37,,213402,,,,,,,1867,1795,72,5119,543,205,167,1190,2,2442,570,Matched (3)
06037214000,4277,29.533333,27.70435,06037214000,6037214000,0,6,37,,214000,,,,,,,1398,1313,85,3808,3276,43,7,143,4,101,234,Matched (3)
06037214100,3668,29.533333,27.70435,06037214100,6037214100,0,6,37,,214100,,,,,,,1780,1663,117,4111,3402,86,4,172,3,136,308,Matched (3)
06037214400,2916,29.533333,27.70435,06037214400,6037214400,0,6,37,,214400,,,,,,,1802,1696,106,2980,2235,110,16,143,4,139,333,Matched (3)
06037214501,2702,29.533333,27.70435,06037214501,6037214501,0,6,37,,214501,,,,,,,1668,1568,100,3104,1737,161,12,738,0,149,307,Matched (3)
06037214503,3422,29.533333,27.70435,06037214503,6037214503,0,6,37,,214503,,,,,,,1696,1615,81,3495,1525,223,13,1243,3,117,371,Matched (3)
06037214600,2383,29.533333,27.70435,06037214600,6037214600,0,6,37,,214600,,,,,,,1468,1360,108,2600,1940,98,11,212,3,82,254,Matched (3)
06037214700,2414,29.533333,27.70435,06037214700,6037214700,0,6,37,,214700,,,,,,,1466,1336,130,2731,1976,141,14,231,8,91,270,Matched (3)
06037214800,2813,29.708334,28.127808,06037214800,6037214800,0,6,37,,214800,,,,,,,1594,1498,96,2843,2155,134,12,175,5,109,253,Matched (3)
06037214902,2550,13.141666,16.48274,06037214902,6037214902,0,6,37,,214902,,,,,,,1748,1598,150,2668,1928,105,8,339,4,61,223,Matched (3)
06037215101,3015,29.875,28.224049,06037215101,6037215101,0,6,37,,215101,,,,,,,1794,1673,121,2614,1468,216,9,413,2,157,349,Matched (3)
06037215102,3059,29.875,28.224049,06037215102,6037215102,0,6,37,,215102,,,,,,,2227,2058,169,3123,1994,212,13,364,9,172,359,Matched (3)
06037216100,2151,16.075001,19.337868,06037216100,6037216100,0,6,37,,216100,,,,,,,1118,1063,55,2465,1178,378,8,473,0,98,330,Matched (3)
06037216401,3772,10.691667,13.47363,06037216401,6037216401,0,6,37,,216401,,,,,,,2263,2091,172,4165,2953,150,11,345,0,274,432,Matched (3)
06037216402,2521,14.175,17.310406,06037216402,6037216402,0,6,37,,216402,,,,,,,1451,1312,139,2644,1928,99,10,231,2,90,284,Matched (3)
06037216700,3835,16.25,19.806236,06037216700,6037216700,0,6,37,,216700,,,,,,,1761,1636,125,3938,1690,896,44,358,4,518,428,Matched (3)
06037216800,3203,16.25,19.806236,06037216800,6037216800,0,6,37,,216800,,,,,,,1617,1538,79,3566,2220,280,33,275,6,363,389,Matched (3)
06037217001,2724,10.691667,13.47363,06037217001,6037217001,0,6,37,,217001,,,,,,,1123,1030,93,2863,2339,51,5,128,0,88,252,Matched (3)
06037217002,4639,10.691667,13.47363,06037217002,6037217002,0,6,37,,217002,,,,,,,2441,2214,227,5084,3365,331,13,455,6,324,590,Matched (3)
06037217200,4156,16.075001,19.337868,06037217200,6037217200,0,6,37,,217200,,,,,,,1679,1572,107,3887,1212,791,87,359,3,887,548,Matched (3)
06037218110,3195,16.075001,19.337868,06037218110,6037218110,0,6,37,,218110,,,,,,,1203,1147,56,3120,403,628,68,562,1,1100,358,Matched (3)
06037218120,4638,16.075001,19.337868,06037218120,6037218120,0,6,37,,218120,,,,,,,1506,1407,99,4250,455,343,125,705,5,2136,481,Matched (3)
06037218210,3721,16.075001,19.337868,06037218210,6037218210,0,6,37,,218210,,,,,,,1286,1213,73,3951,513,497,135,171,3,2133,499,Matched (3)
06037218220,3859,16.075001,19.337868,06037218220,6037218220,0,6,37,,218220,,,,,,,1570,1460,110,4123,774,965,91,303,4,1455,531,Matched (3)
06037218300,5290,16.075001,19.337868,06037218300,6037218300,0,6,37,,218300,,,,,,,2144,2007,137,5206,969,1328,143,354,5,1773,634,Matched (3)
06037218400,4737,16.075001,19.337868,06037218400,6037218400,0,6,37,,218400,,,,,,,1526,1426,100,4364,641,824,116,120,3,1941,719,Matched (3)
06037218500,2641,16.075001,19.337868,06037218500,6037218500,0,6,37,,218500,,,,,,,1038,962,76,2810,531,736,69,140,5,943,386,Matched (3)
06037218600,3148,16.075001,19.337868,06037218600,6037218600,0,6,37,,218600,,,,,,,1078,1006,72,2820,495,698,51,155,0,997,424,Matched (3)
06037218701,2324,16.075001,19.337868,06037218701,6037218701,0,6,37,,218701,,,,,,,897,846,51,2455,298,787,76,268,1,708,317,Matched (3)
06037218702,2056,16.075001,19.337868,06037218702,6037218702,0,6,37,,218702,,,,,,,856,829,27,2199,281,597,63,92,0,851,315,Matched (3)
06037218800,2752,16.075001,19.337868,06037218800,6037218800,0,6,37,,218800,,,,,,,947,892,55,2633,275,503,62,293,0,1176,324,Matched (3)
06037218900,6149,16.075001,19.337868,06037218900,6037218900,0,6,37,,218900,,,,,,,2169,2061,108,5329,679,1702,86,209,1,1968,684,Matched (3)
06037219010,3027,16.075001,19.337868,06037219010,6037219010,0,6,37,,219010,,,,,,,880,839,41,2749,346,545,56,117,9,1293,383,Matched (3)
06037219020,5411,16.075001,19.337868,06037219020,6037219020,0,6,37,,219020,,,,,,,1465,1404,61,4590,519,924,103,204,5,2103,732,Matched (3)
06037219300,4239,16.075001,19.337868,06037219300,6037219300,0,6,37,,219300,,,,,,,1467,1395,72,3757,446,941,71,190,2,1623,484,Matched (3)
06037219500,2084,16.075001,19.337868,06037219500,6037219500,0,6,37,,219500,,,,,,,740,708,32,1783,199,819,20,257,8,269,211,Matched (3)
06037219700,4507,16.075001,19.337868,06037219700,6037219700,0,6,37,,219700,,,,,,,1458,1363,95,4186,600,915,96,117,0,1817,641,Matched (3)
06037219800,2861,16.075001,19.337868,06037219800,6037219800,0,6,37,,219800,,,,,,,1019,958,61,2931,352,486,146,87,1,1423,436,Matched (3)
06037219901,4150,16.075001,19.337868,06037219901,6037219901,0,6,37,,219901,,,,,,,1520,1425,95,4651,571,629,152,83,1,2659,556,Matched (3)
06037219902,3809,16.25,19.806236,06037219902,6037219902,0,6,37,,219902,,,,,,,1282,1214,68,3878,624,685,149,125,3,1696,596,Matched (3)
06037220000,4711,16.075001,19.337868,06037220000,6037220000,0,6,37,,220000,,,,,,,2166,2056,110,5420,885,1897,102,246,6,1704,580,Matched (3)
06037220100,2415,16.25,19.806236,06037220100,6037220100,0,6,37,,220100,,,,,,,1036,999,37,2437,353,1087,60,137,3,447,350,Matched (3)
06037221110,3705,36.275002,31.34223,06037221110,6037221110,0,6,37,,221110,,,,,,,1093,1041,52,3289,291,110,89,223,0,2162,414,Matched (3)
06037221120,3197,36.275002,31.34223,06037221120,6037221120,0,6,37,,221120,,,,,,,851,827,24,3030,215,69,92,143,1,2104,406,Matched (3)
06037221210,3165,36.275002,31.34223,06037221210,6037221210,0,6,37,,221210,,,,,,,897,846,51,2917,405,137,91,296,4,1608,376,Matched (3)
06037221220,3376,36.275002,31.34223,06037221220,6037221220,0,6,37,,221220,,,,,,,989,952,37,3143,323,82,118,275,8,1865,472,Matched (3)
06037221302,4373,36.341667,31.913258,06037221302,6037221302,0,6,37,,221302,,,,,,,1377,1284,93,4330,567,523,124,480,0,2157,479,Matched (3)
06037221303,2806,36.275002,31.34223,06037221303,6037221303,0,6,37,,221303,,,,,,,770,726,44,2384,254,164,105,294,0,1256,311,Matched (3)
06037221304,3656,36.341667,31.913258,06037221304,6037221304,0,6,37,,221304,,,,,,,1113,1067,46,3032,276,502,90,559,0,1323,282,Matched (3)
06037221401,3628,36.341667,31.913258,06037221401,6037221401,0,6,37,,221401,,,,,,,1346,1191,155,3362,391,1254,41,344,5,1018,309,Matched (3)
06037221402,2851,36.341667,31.913258,06037221402,6037221402,0,6,37,,221402,,,,,,,984,944,40,2700,401,519,47,379,0,1064,290,Matched (3)
06037221500,3875,36.275002,31.34223,06037221500,6037221500,0,6,37,,221500,,,,,,,1456,1403,53,3864,368,769,61,220,4,1944,498,Matched (3)
06037221601,3141,36.275002,31.34223,06037221601,6037221601,0,6,37,,221601,,,,,,,1089,1045,44,3175,380,280,120,162,1,1764,468,Matched (3)
06037221602,3030,36.275002,31.34223,06037221602,6037221602,0,6,37,,221602,,,,,,,891,856,35,2693,306,112,109,191,4,1629,342,Matched (3)
06037221710,2833,36.275002,31.34223,06037221710,6037221710,0,6,37,,221710,,,,,,,1009,922,87,2596,403,156,83,345,0,1220,389,Matched (3)
06037221810,2892,36.275002,31.34223,06037221810,6037221810,0,6,37,,221810,,,,,,,1093,1026,67,2746,539,219,42,631,0,964,351,Matched (3)
06037221820,2363,36.275002,31.34223,06037221820,6037221820,0,6,37,,221820,,,,,,,1226,1059,167,2797,964,296,14,1051,2,214,256,Matched (3)
06037221900,4248,36.275002,31.34223,06037221900,6037221900,0,6,37,,221900,,,,,,,1462,1165,297,4917,1712,577,34,1539,12,689,354,Matched (3)
06037222001,3142,36.341667,31.913258,06037222001,6037222001,0,6,37,,222001,,,,,,,978,929,49,3218,453,676,75,160,12,1411,431,Matched (3)
06037222002,5243,36.341667,31.913258,06037222002,6037222002,0,6,37,,222002,,,,,,,1416,1345,71,4648,479,1048,85,84,5,2315,632,Matched (3)
06037222100,4331,36.275002,31.34223,06037222100,6037222100,0,6,37,,222100,,,,,,,1200,1144,56,3712,392,722,97,224,0,1856,421,Matched (3)
06037222200,4016,36.275002,31.34223,06037222200,6037222200,0,6,37,,222200,,,,,,,1315,1266,49,3878,564,741,100,211,1,1742,519,Matched (3)
06037222500,5120,36.275002,31.34223,06037222500,6037222500,0,6,37,,222500,,,,,,,1364,1278,86,4702,487,853,146,186,5,2405,620,Matched (3)
06037222600,5549,36.275002,31.34223,06037222600,6037222600,0,6,37,,222600,,,,,,,1885,1669,216,5141,713,909,89,1121,9,1726,574,Matched (3)
06037224010,2845,36.275002,31.34223,06037224010,6037224010,0,6,37,,224010,,,,,,,1776,1558,218,3621,851,721,86,381,17,1095,470,Matched (3)
06037224020,2733,36.275002,31.34223,06037224020,6037224020,0,6,37,,224020,,,,,,,1174,1083,91,3231,682,379,92,224,7,1414,433,Matched (3)
06037224200,2557,36.275002,31.34223,06037224200,6037224200,0,6,37,,224200,,,,,,,748,716,32,2385,273,110,74,71,2,1386,469,Matched (3)
06037224310,2422,36.275002,31.34223,06037224310,6037224310,0,6,37,,224310,,,,,,,662,631,31,2090,333,99,48,127,4,1180,299,Matched (3)
06037224320,2972,36.275002,31.34223,06037224320,6037224320,0,6,37,,224320,,,,,,,1093,1022,71,2962,349,173,125,71,2,1792,450,Matched (3)
06037224410,3194,36.275002,31.34223,06037224410,6037224410,0,6,37,,224410,,,,,,,1184,1027,157,2906,641,216,61,477,0,1100,411,Matched (3)
06037224420,2637,36.275002,31.34223,06037224420,6037224420,0,6,37,,224420,,,,,,,768,720,48,2068,335,166,63,111,1,1128,264,Matched (3)
06037224600,3385,36.275002,31.34223,06037224600,6037224600,0,6,37,,224600,,,,,,,840,777,63,3501,590,381,119,93,6,1866,446,Matched (3)
06037226001,2615,62,45.33556,06037226001,6037226001,0,6,37,,226001,,,,,,,588,558,30,2632,376,383,89,78,4,1409,293,Matched (3)
06037226002,1820,62,45.33556,06037226002,6037226002,0,6,37,,226002,,,,,,,1413,1306,107,3587,1272,889,69,252,9,734,362,Matched (3)
06037226410,3665,36.275002,31.34223,06037226410,6037226410,0,6,37,,226410,,,,,,,852,828,24,3456,397,88,172,36,1,2232,530,Matched (3)
06037226420,5531,36.275002,31.34223,06037226420,6037226420,0,6,37,,226420,,,,,,,1328,1284,44,5026,481,352,228,200,0,3098,667,Matched (3)
06037227010,5705,62,45.33556,06037227010,6037227010,0,6,37,,227010,,,,,,,1059,1035,24,4506,439,364,151,14,0,2708,830,Matched (3)
06037227020,3623,62,45.33556,06037227020,6037227020,0,6,37,,227020,,,,,,,769,748,21,3508,245,168,216,14,0,2310,555,Matched (3)
06037228100,5505,62,45.33556,06037228100,6037228100,0,6,37,,228100,,,,,,,1101,1075,26,4796,515,358,130,22,2,3061,708,Matched (3)
06037228210,4233,62,45.33556,06037228210,6037228210,0,6,37,,228210,,,,,,,971,950,21,3770,406,315,159,52,0,2205,633,Matched (3)
06037228220,4375,62,45.33556,06037228220,6037228220,0,6,37,,228220,,,,,,,973,948,25,4458,348,425,161,11,4,2949,560,Matched (3)
06037228310,4523,36.275002,31.34223,06037228310,6037228310,0,6,37,,228310,,,,,,,1123,1090,33,4491,412,358,181,35,8,2896,601,Matched (3)
06037228320,3122,36.275002,31.34223,06037228320,6037228320,0,6,37,,228320,,,,,,,735,710,25,3023,296,220,135,3,1,1983,385,Matched (3)
06037228410,3600,36.275002,31.34223,06037228410,6037228410,0,6,37,,228410,,,,,,,746,733,13,3129,200,138,139,19,0,2163,470,Matched (3)
06037228420,3304,36.275002,31.34223,06037228420,6037228420,0,6,37,,228420,,,,,,,732,703,29,3041,268,219,115,29,1,1941,468,Matched (3)
06037228500,4869,36.275002,31.34223,06037228500,6037228500,0,6,37,,228500,,,,,,,1165,1138,27,5376,509,433,178,19,0,3620,617,Matched (3)
06037228600,5301,36.275002,31.34223,06037228600,6037228600,0,6,37,,228600,,,,,,,1145,1106,39,4882,401,409,205,15,0,3061,791,Matched (3)
06037228710,3982,36.366665,32.03516,06037228710,6037228710,0,6,37,,228710,,,,,,,1014,989,25,4245,478,389,141,63,7,2579,588,Matched (3)
06037228720,4825,62.349998,45.425381,06037228720,6037228720,0,6,37,,228720,,,,,,,1036,997,39,4394,488,372,134,7,0,2746,647,Matched (3)
06037228800,5353,62.316666,45.412548,06037228800,6037228800,0,6,37,,228800,,,,,,,1381,1332,49,5709,614,529,145,109,9,3384,919,Matched (3)
06037228900,2918,44.299999,36.43013,06037228900,6037228900,0,6,37,,228900,,,,,,,987,960,27,3420,446,433,89,63,2,1975,412,Matched (3)
06037229100,5146,44.316666,36.776592,06037229100,6037229100,0,6,37,,229100,,,,,,,998,968,30,4523,560,337,145,17,7,2715,742,Matched (3)
06037229200,5072,36.366665,32.03516,06037229200,6037229200,0,6,37,,229200,,,,,,,1212,1173,39,4636,504,608,132,91,4,2778,519,Matched (3)
06037229300,5715,36.366665,32.03516,06037229300,6037229300,0,6,37,,229300,,,,,,,1351,1308,43,5642,535,636,213,40,4,3598,616,Matched (3)
06037229410,3697,19.799999,22.35981,06037229410,6037229410,0,6,37,,229410,,,,,,,818,790,28,3471,350,392,123,24,1,2148,433,Matched (3)
06037229420,4759,19.799999,22.35981,06037229420,6037229420,0,6,37,,229420,,,,,,,1055,1032,23,4681,490,501,142,16,1,2930,601,Matched (3)
06037231100,3474,36.275002,31.34223,06037231100,6037231100,0,6,37,,231100,,,,,,,739,681,58,3148,339,396,134,63,0,1800,416,Matched (3)
06037231210,4040,36.275002,31.34223,06037231210,6037231210,0,6,37,,231210,,,,,,,1211,1137,74,3793,337,779,109,100,0,2007,461,Matched (3)
06037231220,4653,36.275002,31.34223,06037231220,6037231220,0,6,37,,231220,,,,,,,1373,1302,71,3942,351,766,114,328,6,1859,518,Matched (3)
06037231400,4745,36.341667,31.913258,06037231400,6037231400,0,6,37,,231400,,,,,,,1537,1462,75,4590,441,1200,127,114,6,2103,599,Matched (3)
06037231500,5396,36.341667,31.913258,06037231500,6037231500,0,6,37,,231500,,,,,,,1457,1399,58,4725,463,1463,143,159,3,1883,611,Matched (3)
06037231710,4165,36.275002,31.34223,06037231710,6037231710,0,6,37,,231710,,,,,,,1312,1260,52,4311,358,572,151,23,0,2634,573,Matched (3)
06037231720,4934,36.275002,31.34223,06037231720,6037231720,0,6,37,,231720,,,,,,,1564,1508,56,5060,385,790,194,185,1,2792,713,Matched (3)
06037231800,5436,36.275002,31.34223,06037231800,6037231800,0,6,37,,231800,,,,,,,1417,1360,57,5253,554,600,210,27,5,3111,746,Matched (3)
06037232110,3038,36.366665,32.03516,06037232110,6037232110,0,6,37,,232110,,,,,,,894,861,33,3336,338,539,89,9,4,1983,374,Matched (3)
06037232120,5567,36.366665,32.03516,06037232120,6037232120,0,6,37,,232120,,,,,,,1430,1351,79,5019,438,823,159,43,3,2940,613,Matched (3)
06037232200,3487,36.366665,32.03516,06037232200,6037232200,0,6,37,,232200,,,,,,,894,862,32,3204,326,841,87,28,0,1525,397,Matched (3)
06037232300,6006,36.366665,32.03516,06037232300,6037232300,0,6,37,,232300,,,,,,,1162,1107,55,4376,339,1108,161,74,1,2116,577,Matched (3)
06037232500,4940,19.833334,22.687027,06037232500,6037232500,0,6,37,,232500,,,,,,,1514,1456,58,5066,386,1625,78,40,13,2344,580,Matched (3)
06037232800,4489,19.799999,22.35981,06037232800,6037232800,0,6,37,,232800,,,,,,,1006,969,37,4034,381,557,144,24,1,2310,617,Matched (3)
06037234200,2424,16.075001,19.337868,06037234200,6037234200,0,6,37,,234200,,,,,,,1149,1076,73,2459,288,1520,13,193,5,225,215,Matched (3)
06037234501,2845,16.174999,19.671499,06037234501,6037234501,0,6,37,,234501,,,,,,,983,947,36,3062,289,1484,76,81,16,757,359,Matched (3)
06037234502,3017,16.075001,19.337868,06037234502,6037234502,0,6,37,,234502,,,,,,,1079,1018,61,2912,223,1429,65,95,0,802,298,Matched (3)
06037234600,4908,8.6166668,8.7450275,06037234600,6037234600,0,6,37,,234600,,,,,,,1735,1668,67,5106,407,2582,66,86,8,1273,684,Matched (3)
06037234700,3690,8.6166668,8.7450275,06037234700,6037234700,0,6,37,,234700,,,,,,,1461,1344,117,4209,325,1970,77,79,4,1298,456,Matched (3)
06037234800,3317,8.6166668,8.7450275,06037234800,6037234800,0,6,37,,234800,,,,,,,1159,1118,41,3561,285,1504,81,33,8,1217,433,Matched (3)
06037234901,3321,8.6166668,8.7450275,06037234901,6037234901,0,6,37,,234901,,,,,,,1140,1069,71,3103,218,1486,155,38,0,872,334,Matched (3)
06037234902,4088,8.6166668,8.7450275,06037234902,6037234902,0,6,37,,234902,,,,,,,1717,1595,122,4238,353,1945,85,34,0,1405,416,Matched (3)
06037235100,4401,8.6166668,8.7450275,06037235100,6037235100,0,6,37,,235100,,,,,,,1798,1740,58,4690,626,2764,59,143,6,530,562,Matched (3)
06037235201,2682,8.6166668,8.7450275,06037235201,6037235201,0,6,37,,235201,,,,,,,956,925,31,2921,253,1510,32,22,3,767,334,Matched (3)
06037235202,4331,8.6166668,8.7450275,06037235202,6037235202,0,6,37,,235202,,,,,,,1944,1834,110,4765,231,2718,63,59,5,1263,426,Matched (3)
06037236203,3118,16.075001,19.337868,06037236203,6037236203,0,6,37,,236203,,,,,,,1564,1525,39,3743,206,2163,71,72,11,836,384,Matched (3)
06037236204,3109,16.075001,19.337868,06037236204,6037236204,0,6,37,,236204,,,,,,,1404,1288,116,3210,253,1625,59,23,7,909,334,Matched (3)
06037236400,4282,16.174999,19.671499,06037236400,6037236400,0,6,37,,236400,,,,,,,2056,1967,89,4346,438,3213,20,126,3,222,324,Matched (3)
